Term,Asymptomatic,Symptomatic
Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203),5.0,6.0
Regulation Of Establishment Of T Cell Polarity (GO:1903903),1.0,1.0
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878),2.0,4.0
Regulation Of Execution Phase Of Apoptosis (GO:1900117),1.0,
Regulation Of Exit From Mitosis (GO:0007096),4.0,4.0
Regulation Of Exocytosis (GO:0017157),8.0,8.0
Regulation Of Exosomal Secretion (GO:1903541),,2.0
Regulation Of Extent Of Cell Growth (GO:0061387),,1.0
Regulation Of Extracellular Exosome Assembly (GO:1903551),2.0,3.0
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330),2.0,2.0
Regulation Of Extracellular Matrix Disassembly (GO:0010715),,2.0
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),4.0,7.0
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),4.0,6.0
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),4.0,6.0
Regulation Of Fat Cell Differentiation (GO:0045598),5.0,6.0
Regulation Of Fat Cell Proliferation (GO:0070344),2.0,2.0
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),4.0,5.0
Regulation Of Feeding Behavior (GO:0060259),,2.0
Regulation Of Fibroblast Migration (GO:0010762),4.0,7.0
Regulation Of Fibroblast Proliferation (GO:0048145),4.0,4.0
Regulation Of Filopodium Assembly (GO:0051489),1.0,3.0
Regulation Of Focal Adhesion Assembly (GO:0051893),9.0,12.0
Regulation Of Focal Adhesion Disassembly (GO:0120182),1.0,1.0
Regulation Of G0 To G1 Transition (GO:0070316),6.0,6.0
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),9.0,9.0
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),6.0,6.0
Regulation Of GTPase Activity (GO:0043087),6.0,9.0
Regulation Of Gap Junction Assembly (GO:1903596),,1.0
Regulation Of Gastrulation (GO:0010470),,1.0
Regulation Of Gene Expression (GO:0010468),8.0,12.0
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),5.0,5.0
Regulation Of Glomerular Filtration (GO:0003093),2.0,2.0
Regulation Of Glucan Biosynthetic Process (GO:0010962),1.0,1.0
Regulation Of Gluconeogenesis (GO:0006111),3.0,3.0
Regulation Of Glucose Import (GO:0046324),1.0,3.0
Regulation Of Glucose Metabolic Process (GO:0010906),4.0,3.0
Regulation Of Glutamate Receptor Signaling Pathway (GO:1900449),1.0,1.0
Regulation Of Glycogen Biosynthetic Process (GO:0005979),1.0,3.0
Regulation Of Glycolytic Process (GO:0006110),6.0,6.0
Regulation Of Golgi Organization (GO:1903358),5.0,8.0
Regulation Of Granulocyte Chemotaxis (GO:0071622),,2.0
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),2.0,2.0
Regulation Of Helicase Activity (GO:0051095),4.0,4.0
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),9.0,6.0
Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036),1.0,1.0
Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),2.0,1.0
Regulation Of Hemopoiesis (GO:1903706),5.0,5.0
Regulation Of Hepatocyte Proliferation (GO:2000345),1.0,1.0
Regulation Of Heterochromatin Formation (GO:0031445),5.0,5.0
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),1.0,3.0
Regulation Of Hippo Signaling (GO:0035330),6.0,7.0
Regulation Of Histamine Secretion By Mast Cell (GO:1903593),4.0,4.0
Regulation Of Histone Acetylation (GO:0035065),9.0,6.0
Regulation Of Histone Deacetylase Activity (GO:1901725),,1.0
Regulation Of Histone Deacetylation (GO:0031063),5.0,8.0
Regulation Of Histone H3-K4 Methylation (GO:0051569),5.0,5.0
Regulation Of Histone Methylation (GO:0031060),5.0,5.0
Regulation Of Histone Modification (GO:0031056),5.0,9.0
Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110),,2.0
Regulation Of Hydrogen Peroxide Metabolic Process (GO:0010310),1.0,3.0
Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903205),1.0,1.0
Regulation Of Hydrolase Activity (GO:0051336),4.0,7.0
Regulation Of I-kappaB Phosphorylation (GO:1903719),1.0,3.0
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),4.0,7.0
Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894),3.0,4.0
Regulation Of Immune Effector Process (GO:0002697),,2.0
Regulation Of Immune Response (GO:0050776),1.0,5.0
Regulation Of Immunoglobulin Production (GO:0002637),,1.0
Regulation Of Inclusion Body Assembly (GO:0090083),4.0,5.0
Regulation Of Inflammatory Response (GO:0050727),4.0,8.0
Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),1.0,3.0
Regulation Of Inflammatory Response To Wounding (GO:0106014),,2.0
Regulation Of Innate Immune Response (GO:0045088),5.0,11.0
Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919),,1.0
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),1.0,3.0
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),,1.0
Regulation Of Integrin Activation (GO:0033623),1.0,1.0
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),,1.0
Regulation Of Interferon-Alpha Production (GO:0032647),4.0,5.0
Regulation Of Interferon-Beta Production (GO:0032648),5.0,9.0
Regulation Of Interleukin-1 Beta Production (GO:0032651),4.0,8.0
Regulation Of Interleukin-1 Production (GO:0032652),1.0,2.0
Regulation Of Interleukin-10 Production (GO:0032653),1.0,3.0
Regulation Of Interleukin-12 Production (GO:0032655),1.0,3.0
Regulation Of Interleukin-17 Production (GO:0032660),1.0,3.0
Regulation Of Interleukin-2 Production (GO:0032663),4.0,7.0
Regulation Of Interleukin-23 Production (GO:0032667),,2.0
Regulation Of Interleukin-4 Production (GO:0032673),5.0,6.0
Regulation Of Interleukin-5 Production (GO:0032674),,1.0
Regulation Of Interleukin-6 Production (GO:0032675),2.0,5.0
Regulation Of Interleukin-8 Production (GO:0032677),4.0,7.0
Regulation Of Intracellular Signal Transduction (GO:1902531),7.0,10.0
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),5.0,5.0
Regulation Of Intracellular Transport (GO:0032386),3.0,4.0
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),5.0,7.0
Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253),3.0,2.0
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),1.0,1.0
Regulation Of Isotype Switching (GO:0045191),5.0,5.0
Regulation Of JNK Cascade (GO:0046328),7.0,10.0
Regulation Of JUN Kinase Activity (GO:0043506),5.0,8.0
Regulation Of Keratinocyte Apoptotic Process (GO:1902172),1.0,2.0
Regulation Of Keratinocyte Migration (GO:0051547),1.0,2.0
Regulation Of Kinase Activity (GO:0043549),1.0,3.0
Regulation Of Lamellipodium Assembly (GO:0010591),2.0,4.0
Regulation Of Lamellipodium Morphogenesis (GO:2000392),1.0,1.0
Regulation Of Lamellipodium Organization (GO:1902743),3.0,5.0
Regulation Of Lens Fiber Cell Differentiation (GO:1902746),1.0,1.0
Regulation Of Leukocyte Activation (GO:0002694),,2.0
Regulation Of Leukocyte Degranulation (GO:0043300),1.0,3.0
Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910),,1.0
Regulation Of Leukocyte Proliferation (GO:0070663),,2.0
Regulation Of Lipid Biosynthetic Process (GO:0046890),3.0,3.0
Regulation Of Lipid Catabolic Process (GO:0050994),,1.0
Regulation Of Lipid Kinase Activity (GO:0043550),1.0,3.0
Regulation Of Lipid Metabolic Process (GO:0019216),1.0,2.0
Regulation Of Lipid Storage (GO:0010883),1.0,4.0
Regulation Of Lipid Transport (GO:0032368),1.0,1.0
Regulation Of Lipoprotein Lipase Activity (GO:0051004),1.0,2.0
Regulation Of Lipoprotein Metabolic Process (GO:0050746),4.0,5.0
Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane (GO:0010746),1.0,2.0
Regulation Of Long-Term Neuronal Synaptic Plasticity (GO:0048169),1.0,
Regulation Of Long-Term Synaptic Depression (GO:1900452),1.0,1.0
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),1.0,3.0
Regulation Of Lymphocyte Activation (GO:0051249),,2.0
Regulation Of Lymphocyte Apoptotic Process (GO:0070228),1.0,3.0
Regulation Of Lymphocyte Proliferation (GO:0050670),,1.0
Regulation Of Lysosomal Lumen pH (GO:0035751),4.0,4.0
Regulation Of Lysosomal Protein Catabolic Process (GO:1905165),1.0,
Regulation Of Lysosome Size (GO:0062196),2.0,4.0
Regulation Of MAP Kinase Activity (GO:0043405),1.0,3.0
Regulation Of MAPK Cascade (GO:0043408),3.0,5.0
Regulation Of MDA-5 Signaling Pathway (GO:0039533),5.0,1.0
Regulation Of MHC Class II Biosynthetic Process (GO:0045346),5.0,5.0
Regulation Of Macroautophagy (GO:0016241),8.0,9.0
Regulation Of Macromolecule Biosynthetic Process (GO:0010556),8.0,4.0
Regulation Of Macromolecule Metabolic Process (GO:0060255),5.0,5.0
Regulation Of Macrophage Activation (GO:0043030),,1.0
Regulation Of Macrophage Chemotaxis (GO:0010758),,3.0
Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),,1.0
Regulation Of Macrophage Migration (GO:1905521),,2.0
Regulation Of Macrophage Proliferation (GO:0120040),5.0,6.0
Regulation Of Mast Cell Activation (GO:0033003),,2.0
Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006),,2.0
Regulation Of Mast Cell Chemotaxis (GO:0060753),,2.0
Regulation Of Mast Cell Degranulation (GO:0043304),1.0,3.0
Regulation Of Megakaryocyte Differentiation (GO:0045652),6.0,3.0
Regulation Of Meiotic Cell Cycle (GO:0051445),4.0,5.0
Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043),3.0,7.0
Regulation Of Metal Ion Transport (GO:0010959),4.0,5.0
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),5.0,5.0
Regulation Of Microglial Cell Migration (GO:1904139),,2.0
Regulation Of Microtubule Binding (GO:1904526),4.0,4.0
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),7.0,10.0
Regulation Of Microtubule Depolymerization (GO:0031114),2.0,4.0
Regulation Of Microtubule Nucleation (GO:0010968),1.0,1.0
Regulation Of Microtubule Polymerization (GO:0031113),8.0,13.0
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),4.0,6.0
Regulation Of Microtubule-Based Process (GO:0032886),7.0,9.0
Regulation Of Microvillus Organization (GO:0032530),3.0,3.0
Regulation Of Mitochondrial Fission (GO:0090140),3.0,4.0
Regulation Of Mitochondrial Fusion (GO:0010635),,1.0
Regulation Of Mitochondrial Gene Expression (GO:0062125),4.0,1.0
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),5.0,6.0
Regulation Of Mitochondrial Membrane Potential (GO:0051881),7.0,6.0
Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028),2.0,3.0
Regulation Of Mitochondrial Translation (GO:0070129),4.0,1.0
Regulation Of Mitochondrial mRNA Stability (GO:0044528),4.0,1.0
Regulation Of Mitochondrion Organization (GO:0010821),9.0,8.0
Regulation Of Mitophagy (GO:1901524),1.0,1.0
Regulation Of Mitotic Cell Cycle (GO:0007346),10.0,12.0
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),10.0,14.0
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),7.0,7.0
Regulation Of Mitotic Cytokinesis (GO:1902412),1.0,1.0
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),9.0,9.0
Regulation Of Mitotic Nuclear Division (GO:0007088),2.0,4.0
Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),4.0,4.0
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),5.0,5.0
Regulation Of Mitotic Spindle Assembly (GO:1901673),1.0,3.0
Regulation Of Mitotic Spindle Checkpoint (GO:1903504),3.0,3.0
Regulation Of Mitotic Spindle Organization (GO:0060236),2.0,7.0
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),1.0,
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),4.0,4.0
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),,1.0
Regulation Of Mononuclear Cell Migration (GO:0071675),1.0,3.0
Regulation Of Multicellular Organism Growth (GO:0040014),,2.0
Regulation Of Multicellular Organismal Development (GO:2000026),6.0,9.0
Regulation Of Muscle Cell Differentiation (GO:0051147),5.0,5.0
Regulation Of Muscle Contraction (GO:0006937),2.0,2.0
Regulation Of Myeloid Cell Differentiation (GO:0045637),2.0,2.0
Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886),,2.0
Regulation Of Myoblast Differentiation (GO:0045661),5.0,5.0
Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507),3.0,3.0
Regulation Of Myotube Differentiation (GO:0010830),5.0,5.0
Regulation Of NIK/NF-kappaB Signaling (GO:1901222),4.0,7.0
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),3.0,4.0
Regulation Of NMDA Receptor Activity (GO:2000310),,2.0
Regulation Of Natural Killer Cell Cytokine Production (GO:0002727),1.0,1.0
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269),4.0,2.0
Regulation Of Natural Killer Cell Proliferation (GO:0032817),,1.0
Regulation Of Necroptotic Process (GO:0060544),4.0,5.0
Regulation Of Nephron Tubule Epithelial Cell Differentiation (GO:0072182),4.0,6.0
Regulation Of Nervous System Development (GO:0051960),2.0,2.0
Regulation Of Nervous System Process (GO:0031644),1.0,
Regulation Of Neural Precursor Cell Proliferation (GO:2000177),4.0,4.0
Regulation Of Neuroblast Proliferation (GO:1902692),,3.0
Regulation Of Neurogenesis (GO:0050767),5.0,5.0
Regulation Of Neuroinflammatory Response (GO:0150077),,1.0
Regulation Of Neuron Apoptotic Process (GO:0043523),4.0,7.0
Regulation Of Neuron Death (GO:1901214),5.0,5.0
Regulation Of Neuron Differentiation (GO:0045664),5.0,7.0
Regulation Of Neuron Projection Development (GO:0010975),9.0,12.0
Regulation Of Neuronal Synaptic Plasticity (GO:0048168),1.0,
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),1.0,2.0
Regulation Of Neurotransmitter Secretion (GO:0046928),2.0,3.0
Regulation Of Neutrophil Activation (GO:1902563),1.0,3.0
Regulation Of Neutrophil Chemotaxis (GO:0090022),,1.0
Regulation Of Neutrophil Migration (GO:1902622),1.0,
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),2.0,4.0
Regulation Of Nitric Oxide Mediated Signal Transduction (GO:0010749),1.0,3.0
Regulation Of Nitric Oxide Metabolic Process (GO:0080164),,2.0
Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769),,2.0
Regulation Of Nitrogen Compound Metabolic Process (GO:0051171),1.0,1.0
Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050),,1.0
Regulation Of Non-Motile Cilium Assembly (GO:1902855),1.0,1.0
Regulation Of Notch Signaling Pathway (GO:0008593),3.0,3.0
Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262),7.0,7.0
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",5.0,2.0
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)",4.0,2.0
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),3.0,2.0
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),5.0,10.0
Regulation Of Nucleocytoplasmic Transport (GO:0046822),4.0,3.0
Regulation Of Nucleotide-Excision Repair (GO:2000819),5.0,5.0
Regulation Of Opsonization (GO:1903027),1.0,2.0
Regulation Of Organ Growth (GO:0046620),5.0,6.0
Regulation Of Organelle Assembly (GO:1902115),3.0,6.0
Regulation Of Organelle Organization (GO:0033043),13.0,17.0
Regulation Of Ossification (GO:0030278),3.0,3.0
Regulation Of Osteoblast Differentiation (GO:0045667),4.0,4.0
Regulation Of Osteoblast Proliferation (GO:0033688),,2.0
Regulation Of Osteoclast Development (GO:2001204),2.0,2.0
Regulation Of Osteoclast Differentiation (GO:0045670),,2.0
Regulation Of Oxidative Phosphorylation (GO:0002082),4.0,1.0
Regulation Of Oxidative Stress-Induced Cell Death (GO:1903201),4.0,5.0
Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),3.0,4.0
Regulation Of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376),1.0,1.0
Regulation Of Oxidoreductase Activity (GO:0051341),4.0,1.0
Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897),,2.0
Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),1.0,
Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207),,1.0
Regulation Of Pentose-Phosphate Shunt (GO:0043456),4.0,4.0
Regulation Of Peptidase Activity (GO:0052547),,1.0
Regulation Of Peptidyl-Lysine Acetylation (GO:2000756),4.0,4.0
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),7.0,10.0
Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033139),1.0,2.0
Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),4.0,4.0
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),1.0,3.0
Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358),4.0,4.0
Regulation Of Phagocytosis (GO:0050764),4.0,6.0
Regulation Of Phosphatase Activity (GO:0010921),4.0,4.0
Regulation Of Phosphate Metabolic Process (GO:0019220),,1.0
Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),1.0,3.0
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),1.0,3.0
Regulation Of Phospholipase Activity (GO:0010517),1.0,3.0
Regulation Of Phospholipase C Activity (GO:1900274),1.0,3.0
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),4.0,4.0
Regulation Of Phosphorylation (GO:0042325),5.0,7.0
Regulation Of Pinocytosis (GO:0048548),,2.0
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),2.0,2.0
Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),5.0,5.0
Regulation Of Plasma Membrane Repair (GO:1905684),2.0,2.0
Regulation Of Platelet Activation (GO:0010543),1.0,3.0
Regulation Of Platelet Aggregation (GO:0090330),,4.0
Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),1.0,3.0
Regulation Of Podosome Assembly (GO:0071801),1.0,1.0
Regulation Of Positive Chemotaxis (GO:0050926),,2.0
Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900368),2.0,
Regulation Of Postsynapse Organization (GO:0099175),2.0,4.0
Regulation Of Postsynaptic Membrane Potential (GO:0060078),2.0,
Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),3.0,3.0
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),2.0,2.0
Regulation Of Primary Metabolic Process (GO:0080090),2.0,2.0
Regulation Of Programmed Cell Death (GO:0043067),13.0,16.0
Regulation Of Programmed Necrotic Cell Death (GO:0062098),4.0,5.0
Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),5.0,6.0
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),15.0,16.0
Regulation Of Protein ADP-ribosylation (GO:0010835),5.0,5.0
Regulation Of Protein Autophosphorylation (GO:0031952),1.0,3.0
Regulation Of Protein Binding (GO:0043393),5.0,8.0
Regulation Of Protein Catabolic Process (GO:0042176),8.0,12.0
Regulation Of Protein Deacetylation (GO:0090311),4.0,8.0
Regulation Of Protein Dephosphorylation (GO:0035304),3.0,3.0
Regulation Of Protein Depolymerization (GO:1901879),4.0,3.0
Regulation Of Protein Deubiquitination (GO:0090085),4.0,5.0
Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861),4.0,4.0
Regulation Of Protein Export From Nucleus (GO:0046825),4.0,4.0
Regulation Of Protein Glycosylation (GO:0060049),2.0,1.0
Regulation Of Protein Import Into Nucleus (GO:0042306),7.0,8.0
Regulation Of Protein K63-linked Ubiquitination (GO:1900044),4.0,5.0
Regulation Of Protein Kinase Activity (GO:0045859),7.0,10.0
Regulation Of Protein Kinase B Signaling (GO:0051896),1.0,3.0
Regulation Of Protein Kinase C Signaling (GO:0090036),1.0,
Regulation Of Protein Lipidation (GO:1903059),4.0,4.0
Regulation Of Protein Localization (GO:0032880),8.0,11.0
Regulation Of Protein Localization To Cajal Body (GO:1904869),7.0,6.0
Regulation Of Protein Localization To Cell Periphery (GO:1904375),3.0,4.0
Regulation Of Protein Localization To Cell Surface (GO:2000008),5.0,5.0
Regulation Of Protein Localization To Centrosome (GO:1904779),2.0,3.0
Regulation Of Protein Localization To Chromatin (GO:1905634),4.0,4.0
Regulation Of Protein Localization To Cilium (GO:1903564),,1.0
Regulation Of Protein Localization To Early Endosome (GO:1902965),1.0,3.0
Regulation Of Protein Localization To Membrane (GO:1905475),3.0,4.0
Regulation Of Protein Localization To Nucleus (GO:1900180),4.0,6.0
Regulation Of Protein Localization To Plasma Membrane (GO:1903076),10.0,13.0
Regulation Of Protein Metabolic Process (GO:0051246),10.0,6.0
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),5.0,5.0
Regulation Of Protein Modification Process (GO:0031399),4.0,6.0
Regulation Of Protein Neddylation (GO:2000434),4.0,4.0
Regulation Of Protein Phosphorylation (GO:0001932),4.0,9.0
Regulation Of Protein Polymerization (GO:0032271),4.0,6.0
Regulation Of Protein Secretion (GO:0050708),3.0,6.0
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),7.0,13.0
Regulation Of Protein Sumoylation (GO:0033233),3.0,3.0
Regulation Of Protein Targeting (GO:1903533),,1.0
Regulation Of Protein Targeting To Membrane (GO:0090313),4.0,5.0
Regulation Of Protein Targeting To Mitochondrion (GO:1903214),4.0,5.0
Regulation Of Protein Transport (GO:0051223),3.0,4.0
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),1.0,3.0
Regulation Of Protein Ubiquitination (GO:0031396),12.0,13.0
Regulation Of Protein-Containing Complex Assembly (GO:0043254),10.0,13.0
Regulation Of Protein-Containing Complex Disassembly (GO:0043244),2.0,2.0
Regulation Of Proteolysis (GO:0030162),4.0,5.0
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),4.0,5.0
Regulation Of Pseudopodium Assembly (GO:0031272),1.0,2.0
Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182),4.0,2.0
Regulation Of RIG-I Signaling Pathway (GO:0039535),8.0,5.0
Regulation Of RNA Export From Nucleus (GO:0046831),3.0,2.0
Regulation Of RNA Metabolic Process (GO:0051252),6.0,7.0
Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025),1.0,1.0
Regulation Of RNA Splicing (GO:0043484),5.0,7.0
Regulation Of Rab Protein Signal Transduction (GO:0032483),,1.0
Regulation Of Rac Protein Signal Transduction (GO:0035020),1.0,3.0
Regulation Of Ras Protein Signal Transduction (GO:0046578),4.0,7.0
Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426),,2.0
Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),4.0,3.0
Regulation Of Receptor Binding (GO:1900120),,1.0
Regulation Of Receptor Internalization (GO:0002090),1.0,3.0
Regulation Of Receptor Recycling (GO:0001919),4.0,4.0
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),4.0,6.0
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),,2.0
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),,3.0
Regulation Of Regulated Secretory Pathway (GO:1903305),2.0,1.0
Regulation Of Regulatory T Cell Differentiation (GO:0045589),4.0,4.0
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),5.0,7.0
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),1.0,2.0
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),2.0,2.0
Regulation Of Respiratory Burst (GO:0060263),1.0,3.0
Regulation Of Response To Biotic Stimulus (GO:0002831),3.0,6.0
Regulation Of Response To Cytokine Stimulus (GO:0060759),1.0,1.0
Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897),2.0,2.0
Regulation Of Response To External Stimulus (GO:0032101),4.0,7.0
Regulation Of Response To Stress (GO:0080134),1.0,1.0
Regulation Of Response To Wounding (GO:1903034),1.0,2.0
Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385),3.0,3.0
"Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)",4.0,5.0
Regulation Of Rho Protein Signal Transduction (GO:0035023),1.0,4.0
Regulation Of Ribonucleoprotein Complex Localization (GO:2000197),1.0,1.0
Regulation Of Ruffle Assembly (GO:1900027),1.0,3.0
Regulation Of SA Node Cell Action Potential (GO:0098907),1.0,1.0
Regulation Of SNARE Complex Assembly (GO:0035542),8.0,8.0
Regulation Of Secretion (GO:0051046),,1.0
Regulation Of Secretion By Cell (GO:1903530),5.0,5.0
Regulation Of Sequestering Of Calcium Ion (GO:0051282),1.0,3.0
Regulation Of Signal Transduction (GO:0009966),1.0,3.0
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),11.0,7.0
Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091),1.0,1.0
Regulation Of Sister Chromatid Cohesion (GO:0007063),5.0,5.0
Regulation Of Skeletal Muscle Fiber Development (GO:0048742),2.0,2.0
Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),4.0,8.0
Regulation Of Small Molecule Metabolic Process (GO:0062012),5.0,5.0
Regulation Of Smooth Muscle Cell Differentiation (GO:0051150),1.0,1.0
Regulation Of Smooth Muscle Cell Migration (GO:0014910),,1.0
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),2.0,2.0
Regulation Of Smoothened Signaling Pathway (GO:0008589),4.0,5.0
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),4.0,5.0
Regulation Of Sodium Ion Transport (GO:0002028),5.0,6.0
Regulation Of Spindle Assembly (GO:0090169),1.0,5.0
Regulation Of Spindle Organization (GO:0090224),5.0,8.0
Regulation Of Sprouting Angiogenesis (GO:1903670),1.0,3.0
Regulation Of Stem Cell Differentiation (GO:2000736),5.0,5.0
Regulation Of Stem Cell Division (GO:2000035),1.0,1.0
Regulation Of Stem Cell Population Maintenance (GO:2000036),5.0,5.0
Regulation Of Stem Cell Proliferation (GO:0072091),4.0,2.0
Regulation Of Steroid Biosynthetic Process (GO:0050810),4.0,4.0
Regulation Of Sterol Biosynthetic Process (GO:0106118),4.0,3.0
Regulation Of Stress Fiber Assembly (GO:0051492),5.0,8.0
Regulation Of Stress Granule Assembly (GO:0062028),4.0,1.0
Regulation Of Stress-Activated MAPK Cascade (GO:0032872),3.0,4.0
Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302),3.0,4.0
Regulation Of Striated Muscle Cell Differentiation (GO:0051153),,1.0
Regulation Of Striated Muscle Contraction (GO:0006942),1.0,1.0
