Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Regulation Of Multicellular Organismal Development (GO:2000026),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,CCSAP,GO_Biological_Process_2023
Phospholipid Transport (GO:0015914),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,PRELID1,GO_Biological_Process_2023
Chordate Embryonic Development (GO:0043009),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,MBNL1,GO_Biological_Process_2023
Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,CCNB1,GO_Biological_Process_2023
Protein Targeting To Mitochondrion (GO:0006626),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,HSP90AA1,GO_Biological_Process_2023
protein-DNA Complex Assembly (GO:0065004),1/59,0.3833930990867634,0.4990265681920601,0,0,2.1050446998722863,2.0180946661060304,HAT1,GO_Biological_Process_2023
Negative Regulation Of Cell Migration (GO:0030336),2/163,0.3841567984785432,0.4994478422372813,0,0,1.5181513058909764,1.45242215622084,EPHA1;MCC,GO_Biological_Process_2023
Positive Regulation Of Phagocytosis (GO:0050766),1/60,0.3884333048242629,0.5038534868291868,0,0,2.069261351747228,1.956763470002456,CD47,GO_Biological_Process_2023
protein-DNA Complex Organization (GO:0071824),1/60,0.3884333048242629,0.5038534868291868,0,0,2.069261351747228,1.956763470002456,SATB1,GO_Biological_Process_2023
Peptidyl-Serine Modification (GO:0018209),2/166,0.3928076964998707,0.5089460451225495,0,0,1.4901530071201332,1.3924512872671757,LATS2;UHMK1,GO_Biological_Process_2023
BMP Signaling Pathway (GO:0030509),1/61,0.3934325620766344,0.5091744104412543,0,0,2.0346707818930043,1.898033697611302,ACVR2B,GO_Biological_Process_2023
RNA Methylation (GO:0001510),1/62,0.3983912014685029,0.5132508668181053,0,0,2.0012143290831816,1.841759248725616,METTL8,GO_Biological_Process_2023
Phosphatidylinositol-Mediated Signaling (GO:0048015),1/62,0.3983912014685029,0.5132508668181053,0,0,2.0012143290831816,1.841759248725616,PLCG1,GO_Biological_Process_2023
Spliceosomal Complex Assembly (GO:0000245),1/62,0.3983912014685029,0.5132508668181053,0,0,2.0012143290831816,1.841759248725616,CRNKL1,GO_Biological_Process_2023
Glycerophospholipid Metabolic Process (GO:0006650),1/62,0.3983912014685029,0.5132508668181053,0,0,2.0012143290831816,1.841759248725616,PLCG1,GO_Biological_Process_2023
Brain Development (GO:0007420),2/169,0.4014040630523188,0.5165460448575758,0,0,1.4631606352512367,1.3355535977689137,ZFHX2;DDIT4,GO_Biological_Process_2023
Phosphatidylinositol Metabolic Process (GO:0046488),1/63,0.4033095509093483,0.5172388025786557,0,0,1.968837116686579,1.787804306872361,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),1/63,0.4033095509093483,0.5172388025786557,0,0,1.968837116686579,1.787804306872361,CCNB1,GO_Biological_Process_2023
Inorganic Anion Transmembrane Transport (GO:0098661),1/63,0.4033095509093483,0.5172388025786557,0,0,1.968837116686579,1.787804306872361,CLCN3,GO_Biological_Process_2023
Metal Ion Transport (GO:0030001),2/171,0.407103465294061,0.5188054951354113,0,0,1.4456981145944356,1.299231419068969,PANX1;NDFIP2,GO_Biological_Process_2023
Regulation Of Secretion By Cell (GO:1903530),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,RAB8B,GO_Biological_Process_2023
Cellular Response To Virus (GO:0098586),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,HSP90AA1,GO_Biological_Process_2023
Positive Regulation Of T Cell Differentiation (GO:0045582),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,ARID1B,GO_Biological_Process_2023
Positive Regulation Of Interleukin-1 Production (GO:0032732),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,PANX1,GO_Biological_Process_2023
Positive Regulation Of Macroautophagy (GO:0016239),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,SESN3,GO_Biological_Process_2023
Positive Regulation Of Type I Interferon Production (GO:0032481),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,HSP90AA1,GO_Biological_Process_2023
Protein N-linked Glycosylation (GO:0006487),1/64,0.4081879358201958,0.5188054951354113,0,0,1.937487752302567,1.7360424689962717,MGAT4C,GO_Biological_Process_2023
Cellular Response To Light Stimulus (GO:0071482),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,DDB1,GO_Biological_Process_2023
Regulation Of Translational Initiation (GO:0006446),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,UHMK1,GO_Biological_Process_2023
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,IL6ST,GO_Biological_Process_2023
Positive Regulation Of T Cell Proliferation (GO:0042102),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,IL6ST,GO_Biological_Process_2023
Positive Regulation Of Cell Cycle (GO:0045787),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,CCNB1,GO_Biological_Process_2023
Fatty Acid Biosynthetic Process (GO:0006633),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,ACSM2B,GO_Biological_Process_2023
Monocarboxylic Acid Biosynthetic Process (GO:0072330),1/65,0.4130266789363932,0.520872533992007,0,0,1.907118055555556,1.6863559628178315,ACSM2B,GO_Biological_Process_2023
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),2/174,0.4156035869173982,0.5235405895130376,0,0,1.420265780730897,1.2470265742172175,DDB1;HSP90AA1,GO_Biological_Process_2023
Negative Regulation Of Immune Response (GO:0050777),1/66,0.4178261004589483,0.5245936106425955,0,0,1.8776828110161443,1.6386349384232743,PLCG1,GO_Biological_Process_2023
Cellular Response To BMP Stimulus (GO:0071773),1/66,0.4178261004589483,0.5245936106425955,0,0,1.8776828110161443,1.6386349384232743,ACVR2B,GO_Biological_Process_2023
Cellular Response To Type II Interferon (GO:0071346),1/66,0.4178261004589483,0.5245936106425955,0,0,1.8776828110161443,1.6386349384232743,CD47,GO_Biological_Process_2023
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),2/175,0.4184235714540081,0.5247632636467394,0,0,1.411984346389976,1.2302069369554718,NDFIP2;TNIP2,GO_Biological_Process_2023
Positive Regulation Of Hydrolase Activity (GO:0051345),2/176,0.4212367298605953,0.5264936309366748,0,0,1.4037981009495253,1.2136681067718489,RASGEF1A;CALM2,GO_Biological_Process_2023
Extracellular Matrix Organization (GO:0030198),2/176,0.4212367298605953,0.5264936309366748,0,0,1.4037981009495253,1.2136681067718489,HAS3;COL19A1,GO_Biological_Process_2023
Peptidyl-Tyrosine Phosphorylation (GO:0018108),1/67,0.4225865178707583,0.5264936309366748,0,0,1.849139543583988,1.5927768290125943,EPHA1,GO_Biological_Process_2023
Regulation Of Viral Genome Replication (GO:0045069),1/67,0.4225865178707583,0.5264936309366748,0,0,1.849139543583988,1.5927768290125943,DDB1,GO_Biological_Process_2023
tRNA Modification (GO:0006400),1/67,0.4225865178707583,0.5264936309366748,0,0,1.849139543583988,1.5927768290125943,METTL8,GO_Biological_Process_2023
Protein Secretion (GO:0009306),1/67,0.4225865178707583,0.5264936309366748,0,0,1.849139543583988,1.5927768290125943,RAB8B,GO_Biological_Process_2023
Cell-Cell Junction Organization (GO:0045216),1/68,0.4273082462975334,0.5317926091531803,0,0,1.8214483139856277,1.548685769428787,DSG2,GO_Biological_Process_2023
Regulation Of Endopeptidase Activity (GO:0052548),1/69,0.4319915982616322,0.5346364367193325,0,0,1.7945715323166302,1.506272071233797,PRELID1,GO_Biological_Process_2023
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),1/69,0.4319915982616322,0.5346364367193325,0,0,1.7945715323166302,1.506272071233797,ANK2,GO_Biological_Process_2023
Phagocytosis (GO:0006909),1/69,0.4319915982616322,0.5346364367193325,0,0,1.7945715323166302,1.506272071233797,GULP1,GO_Biological_Process_2023
Establishment Of Protein Localization To Membrane (GO:0090150),1/69,0.4319915982616322,0.5346364367193325,0,0,1.7945715323166302,1.506272071233797,NECTIN3,GO_Biological_Process_2023
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",2/180,0.4324196025624205,0.5346364367193325,0,0,1.3719729220462,1.150205654766366,WBP4;CRNKL1,GO_Biological_Process_2023
Endosomal Transport (GO:0016197),2/180,0.4324196025624205,0.5346364367193325,0,0,1.3719729220462,1.150205654766366,SPAG9;SNX5,GO_Biological_Process_2023
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/70,0.436636883687736,0.5369261787492745,0,0,1.7684737877974592,1.4654517446969246,FAIM,GO_Biological_Process_2023
Sulfur Compound Biosynthetic Process (GO:0044272),1/70,0.436636883687736,0.5369261787492745,0,0,1.7684737877974592,1.4654517446969246,HS3ST3B1,GO_Biological_Process_2023
Positive Regulation Of Protein Polymerization (GO:0032273),1/70,0.436636883687736,0.5369261787492745,0,0,1.7684737877974592,1.4654517446969246,HSP90AA1,GO_Biological_Process_2023
Protein K48-linked Ubiquitination (GO:0070936),1/70,0.436636883687736,0.5369261787492745,0,0,1.7684737877974592,1.4654517446969246,UBE2D1,GO_Biological_Process_2023
Regulation Of Actin Filament-Based Process (GO:0032970),1/70,0.436636883687736,0.5369261787492745,0,0,1.7684737877974592,1.4654517446969246,EFNA5,GO_Biological_Process_2023
Regulation Of Cilium Assembly (GO:1902017),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,YAP1,GO_Biological_Process_2023
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,EPHA1,GO_Biological_Process_2023
Kidney Development (GO:0001822),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,LHX1,GO_Biological_Process_2023
Lipid Biosynthetic Process (GO:0008610),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,ACSM2B,GO_Biological_Process_2023
Protein Autoubiquitination (GO:0051865),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,TRIM37,GO_Biological_Process_2023
Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288),1/71,0.4412444101369501,0.5390876270241531,0,0,1.743121693121693,1.42614606298007,UBE2D1,GO_Biological_Process_2023
Organelle Organization (GO:0006996),4/418,0.4443899013738174,0.5411758692827344,0,0,1.1802631179169325,0.9572558784358864,PEX7;DPYSL2;HAT1;LYSMD3,GO_Biological_Process_2023
Cellular Response To Hypoxia (GO:0071456),1/72,0.4458144826249839,0.5411758692827344,0,0,1.7184837419579204,1.388281166731571,AQP3,GO_Biological_Process_2023
Plasma Membrane Organization (GO:0007009),1/72,0.4458144826249839,0.5411758692827344,0,0,1.7184837419579204,1.388281166731571,ANK2,GO_Biological_Process_2023
Second-Messenger-Mediated Signaling (GO:0019932),1/72,0.4458144826249839,0.5411758692827344,0,0,1.7184837419579204,1.388281166731571,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),1/72,0.4458144826249839,0.5411758692827344,0,0,1.7184837419579204,1.388281166731571,YAP1,GO_Biological_Process_2023
Protein Targeting To Membrane (GO:0006612),1/72,0.4458144826249839,0.5411758692827344,0,0,1.7184837419579204,1.388281166731571,RAB8B,GO_Biological_Process_2023
Cellular Response To Decreased Oxygen Levels (GO:0036294),1/73,0.4503474037625581,0.5455115296376772,0,0,1.6945301783264746,1.3517877021085534,AQP3,GO_Biological_Process_2023
Protein Tetramerization (GO:0051262),1/73,0.4503474037625581,0.5455115296376772,0,0,1.6945301783264746,1.3517877021085534,HPRT1,GO_Biological_Process_2023
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),1/74,0.4548434737076591,0.5491993007002054,0,0,1.6712328767123288,1.316600490845402,IL6ST,GO_Biological_Process_2023
Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1/74,0.4548434737076591,0.5491993007002054,0,0,1.6712328767123288,1.316600490845402,IL6ST,GO_Biological_Process_2023
Import Into Nucleus (GO:0051170),1/74,0.4548434737076591,0.5491993007002054,0,0,1.6712328767123288,1.316600490845402,STK3,GO_Biological_Process_2023
Nucleosome Organization (GO:0034728),1/75,0.459302990159861,0.5534064690355014,0,0,1.6485652318985653,1.2826582283362609,HAT1,GO_Biological_Process_2023
Regulation Of BMP Signaling Pathway (GO:0030510),1/75,0.459302990159861,0.5534064690355014,0,0,1.6485652318985653,1.2826582283362609,UBE2D1,GO_Biological_Process_2023
Wnt Signaling Pathway (GO:0016055),1/76,0.4637262486347202,0.5569622139686852,0,0,1.6265020576131688,1.2499032061814843,GPC4,GO_Biological_Process_2023
Positive Regulation Of Protein Secretion (GO:0050714),1/76,0.4637262486347202,0.5569622139686852,0,0,1.6265020576131688,1.2499032061814843,ACSL4,GO_Biological_Process_2023
Regulation Of Ras Protein Signal Transduction (GO:0046578),1/76,0.4637262486347202,0.5569622139686852,0,0,1.6265020576131688,1.2499032061814843,RASGEF1A,GO_Biological_Process_2023
Positive Regulation Of MAPK Cascade (GO:0043410),3/310,0.4645515257447387,0.5573636170404634,0,0,1.1927931596091206,0.9144939988935982,MAP2K1;FBXW7;P2RY1,GO_Biological_Process_2023
Transcription By RNA Polymerase II (GO:0006366),2/192,0.4652616339514899,0.5576261399524193,0,0,1.284537430532854,0.9828707231706898,CREB1;LHX1,GO_Biological_Process_2023
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),1/77,0.4681135420218961,0.558097552725685,0,0,1.605019493177388,1.218281060324893,SPRED1,GO_Biological_Process_2023
Chloride Transport (GO:0006821),1/77,0.4681135420218961,0.558097552725685,0,0,1.605019493177388,1.218281060324893,CLCN3,GO_Biological_Process_2023
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),1/77,0.4681135420218961,0.558097552725685,0,0,1.605019493177388,1.218281060324893,PLCG1,GO_Biological_Process_2023
Regulation Of T Cell Proliferation (GO:0042129),1/77,0.4681135420218961,0.558097552725685,0,0,1.605019493177388,1.218281060324893,IL6ST,GO_Biological_Process_2023
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),1/77,0.4681135420218961,0.558097552725685,0,0,1.605019493177388,1.218281060324893,SPRED1,GO_Biological_Process_2023
Nervous System Development (GO:0007399),4/433,0.4712935923326131,0.5609288259742503,0,0,1.1381155532098928,0.856174786195358,MBNL1;LHX1;EFNA5;NR2C2,GO_Biological_Process_2023
Long-Chain Fatty Acid Metabolic Process (GO:0001676),1/78,0.4724651609087077,0.5609288259742503,0,0,1.5840949174282508,1.1877405372355525,ACSL4,GO_Biological_Process_2023
Proteolysis Involved In Protein Catabolic Process (GO:0051603),1/78,0.4724651609087077,0.5609288259742503,0,0,1.5840949174282508,1.1877405372355525,DDB1,GO_Biological_Process_2023
Regulation Of TOR Signaling (GO:0032006),1/78,0.4724651609087077,0.5609288259742503,0,0,1.5840949174282508,1.1877405372355525,DDIT4,GO_Biological_Process_2023
Regulation Of Programmed Cell Death (GO:0043067),2/195,0.473297957152155,0.5613303880540187,0,0,1.264377433784958,0.945792451893188,HSP90AA1;ANP32B,GO_Biological_Process_2023
Cellular Response To UV (GO:0034644),1/79,0.4767813936869128,0.5631080976427119,0,0,1.5637068692624247,1.1582332798244848,DDB1,GO_Biological_Process_2023
Response To Insulin (GO:0032868),1/79,0.4767813936869128,0.5631080976427119,0,0,1.5637068692624247,1.1582332798244848,C2CD5,GO_Biological_Process_2023
Positive Regulation Of Endocytosis (GO:0045807),1/79,0.4767813936869128,0.5631080976427119,0,0,1.5637068692624247,1.1582332798244848,CD47,GO_Biological_Process_2023
Vesicle Fusion (GO:0006906),1/79,0.4767813936869128,0.5631080976427119,0,0,1.5637068692624247,1.1582332798244848,RAB8B,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),2/197,0.4786153055059293,0.5646864571197815,0,0,1.2512820512820513,0.9220173452457446,COPB2;RAB8B,GO_Biological_Process_2023
Regulation Of Cytokinesis (GO:0032465),1/80,0.481062526308971,0.5652235686963583,0,0,1.543834974214721,1.1297136316546703,CALM2,GO_Biological_Process_2023
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),1/80,0.481062526308971,0.5652235686963583,0,0,1.543834974214721,1.1297136316546703,LATS2,GO_Biological_Process_2023
Response To Type II Interferon (GO:0034341),1/80,0.481062526308971,0.5652235686963583,0,0,1.543834974214721,1.1297136316546703,CD47,GO_Biological_Process_2023
Positive Regulation Of Immune Response (GO:0050778),1/80,0.481062526308971,0.5652235686963583,0,0,1.543834974214721,1.1297136316546703,IL6ST,GO_Biological_Process_2023
Activation Of Protein Kinase Activity (GO:0032147),1/81,0.4853088424813051,0.5684474057959559,0,0,1.5244598765432098,1.1021384552343962,PRRC1,GO_Biological_Process_2023
Positive Regulation Of Growth (GO:0045927),1/81,0.4853088424813051,0.5684474057959559,0,0,1.5244598765432098,1.1021384552343962,YAP1,GO_Biological_Process_2023
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),1/81,0.4853088424813051,0.5684474057959559,0,0,1.5244598765432098,1.1021384552343962,TRIM37,GO_Biological_Process_2023
Organic Substance Transport (GO:0071702),2/201,0.4891518773732469,0.5710235433798715,0,0,1.2258809575829457,0.8766057134471092,PANX1;AQP3,GO_Biological_Process_2023
Regulation Of Phosphorylation (GO:0042325),1/82,0.4895206235318193,0.5710235433798715,0,0,1.5055631763450694,1.0754669655494018,GRM5,GO_Biological_Process_2023
Sodium Ion Transmembrane Transport (GO:0035725),1/82,0.4895206235318193,0.5710235433798715,0,0,1.5055631763450694,1.0754669655494018,SLC9A4,GO_Biological_Process_2023
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),1/82,0.4895206235318193,0.5710235433798715,0,0,1.5055631763450694,1.0754669655494018,PRELID1,GO_Biological_Process_2023
Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),1/83,0.4936981487578426,0.5735387910339318,0,0,1.4871273712737128,1.049660574989382,SPRED1,GO_Biological_Process_2023
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),1/83,0.4936981487578426,0.5735387910339318,0,0,1.4871273712737128,1.049660574989382,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),1/83,0.4936981487578426,0.5735387910339318,0,0,1.4871273712737128,1.049660574989382,FBXW7,GO_Biological_Process_2023
Regulation Of Cell Division (GO:0051302),1/83,0.4936981487578426,0.5735387910339318,0,0,1.4871273712737128,1.049660574989382,CALM2,GO_Biological_Process_2023
Intracellular Protein Transport (GO:0006886),3/325,0.495704359718032,0.5752806219631558,0,0,1.1363548136645962,0.7974660572186684,COPB2;C2CD5;STK3,GO_Biological_Process_2023
Regulation Of Interleukin-1 Beta Production (GO:0032651),1/84,0.4978416949513665,0.5765819630304091,0,0,1.469135802469136,1.024682752590642,PANX1,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),1/84,0.4978416949513665,0.5765819630304091,0,0,1.469135802469136,1.024682752590642,ARID1B,GO_Biological_Process_2023
Regulation Of Kinase Activity (GO:0043549),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,EPHA1,GO_Biological_Process_2023
Response To Interleukin-1 (GO:0070555),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,CD47,GO_Biological_Process_2023
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,CAPRIN2,GO_Biological_Process_2023
Positive Regulation Of Endothelial Cell Migration (GO:0010595),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,PLCG1,GO_Biological_Process_2023
Establishment Of Protein Localization To Organelle (GO:0072594),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,STK3,GO_Biological_Process_2023
Mitotic Spindle Organization (GO:0007052),1/85,0.5019515368093952,0.577804253832316,0,0,1.451572604350382,1.0004988912765005,CCNB1,GO_Biological_Process_2023
Negative Regulation Of Angiogenesis (GO:0016525),1/86,0.5060279469201853,0.5819065043104461,0,0,1.4344226579520698,0.9770761862576652,SPRED1,GO_Biological_Process_2023
Regulation Of Type II Interferon Production (GO:0032649),1/87,0.5100711954331498,0.585369875446537,0,0,1.4176715475165087,0.9543835232773216,CD47,GO_Biological_Process_2023
Glucose Homeostasis (GO:0042593),1/87,0.5100711954331498,0.585369875446537,0,0,1.4176715475165087,0.9543835232773216,KLF7,GO_Biological_Process_2023
Regulation Of Double-Strand Break Repair (GO:2000779),1/88,0.514081550552652,0.5881880643923992,0,0,1.4013055200794664,0.932391372720398,ARID1B,GO_Biological_Process_2023
Negative Regulation Of Neuron Death (GO:1901215),1/88,0.514081550552652,0.5881880643923992,0,0,1.4013055200794664,0.932391372720398,IL6ST,GO_Biological_Process_2023
Positive Regulation Of Cell Adhesion (GO:0045785),1/88,0.514081550552652,0.5881880643923992,0,0,1.4013055200794664,0.932391372720398,CD47,GO_Biological_Process_2023
"mRNA Splicing, Via Spliceosome (GO:0000398)",2/211,0.5149060409959015,0.588538123394107,0,0,1.166631995007281,0.7743762988670788,WBP4;CRNKL1,GO_Biological_Process_2023
Cellular Response To Peptide Hormone Stimulus (GO:0071375),1/89,0.5180592781826556,0.5909520409420242,0,0,1.385311447811448,0.9110716936880516,C2CD5,GO_Biological_Process_2023
Positive Regulation Of DNA Repair (GO:0045739),1/89,0.5180592781826556,0.5909520409420242,0,0,1.385311447811448,0.9110716936880516,ARID1B,GO_Biological_Process_2023
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),1/90,0.5220046421448535,0.5935912515848634,0,0,1.369676792897767,0.8903978433689244,EFNA5,GO_Biological_Process_2023
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),1/90,0.5220046421448535,0.5935912515848634,0,0,1.369676792897767,0.8903978433689244,FBXW7,GO_Biological_Process_2023
Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),1/90,0.5220046421448535,0.5935912515848634,0,0,1.369676792897767,0.8903978433689244,NDUFAF7,GO_Biological_Process_2023
mRNA Processing (GO:0006397),2/214,0.5224648989720515,0.5935912515848634,0,0,1.149947263564983,0.746542861500208,WBP4;CRNKL1,GO_Biological_Process_2023
Regulation Of RNA Metabolic Process (GO:0051252),1/91,0.5259179042703525,0.596320500846004,0,0,1.354389574759945,0.8703444931544198,MBNL1,GO_Biological_Process_2023
Regulation Of Actin Cytoskeleton Organization (GO:0032956),1/91,0.5259179042703525,0.596320500846004,0,0,1.354389574759945,0.8703444931544198,EFNA5,GO_Biological_Process_2023
Positive Regulation Of Neuron Projection Development (GO:0010976),1/92,0.5297993239647649,0.6001219887225631,0,0,1.3394383394383391,0.8508875519495138,CAPRIN2,GO_Biological_Process_2023
Positive Regulation Of Cellular Component Biogenesis (GO:0044089),1/93,0.5336491588688315,0.6031868986076521,0,0,1.3248121309715513,0.8320040920161409,HAS3,GO_Biological_Process_2023
Positive Regulation Of Protein Kinase B Signaling (GO:0051897),1/93,0.5336491588688315,0.6031868986076521,0,0,1.3248121309715513,0.8320040920161409,HSP90AA1,GO_Biological_Process_2023
Positive Regulation Of Cellular Process (GO:0048522),5/594,0.5340994124235157,0.6031868986076521,0,0,1.034149276826202,0.6485908061198604,YAP1;CD47;IL6ST;EPHA1;ARID1B,GO_Biological_Process_2023
Peptidyl-Lysine Modification (GO:0018205),1/94,0.5374676644290666,0.6063874742813028,0,0,1.3105004646223284,0.8136722826069287,SENP1,GO_Biological_Process_2023
T Cell Receptor Signaling Pathway (GO:0050852),1/95,0.5412550939754246,0.6088449273162605,0,0,1.2964933018124507,0.7958713268312531,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Epithelial Cell Migration (GO:0010634),1/95,0.5412550939754246,0.6088449273162605,0,0,1.2964933018124507,0.7958713268312531,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),1/95,0.5412550939754246,0.6088449273162605,0,0,1.2964933018124507,0.7958713268312531,ACVR2B,GO_Biological_Process_2023
Regulation Of Protein Metabolic Process (GO:0051246),1/96,0.5450116988754113,0.6124636418055366,0,0,1.2827810266406758,0.7785814025748058,GRM5,GO_Biological_Process_2023
Regulation Of Defense Response (GO:0031347),1/97,0.5487377285626712,0.6154321362832331,0,0,1.2693544238683128,0.7617836076376143,ZMPSTE24,GO_Biological_Process_2023
Monocarboxylic Acid Metabolic Process (GO:0032787),1/97,0.5487377285626712,0.6154321362832331,0,0,1.2693544238683128,0.7617836076376143,ACSL4,GO_Biological_Process_2023
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),1/98,0.5524334302438791,0.6183549736950719,0,0,1.2562046582665138,0.7454599092040817,HSP90AA1,GO_Biological_Process_2023
Mitochondrial Translation (GO:0032543),1/98,0.5524334302438791,0.6183549736950719,0,0,1.2562046582665138,0.7454599092040817,MRPS5,GO_Biological_Process_2023
Cellular Response To Insulin Stimulus (GO:0032869),1/99,0.5560990493249911,0.621281368709513,0,0,1.2433232552280171,0.7295930949618845,C2CD5,GO_Biological_Process_2023
Cellular Response To Lipid (GO:0071396),2/228,0.5566900017423566,0.621281368709513,0,0,1.0779420656296377,0.6314010549695839,CREB1;TNIP2,GO_Biological_Process_2023
Cilium Organization (GO:0044782),2/228,0.5566900017423566,0.621281368709513,0,0,1.0779420656296377,0.6314010549695839,ARL13B;RAB8B,GO_Biological_Process_2023
Response To UV (GO:0009411),1/100,0.559734829149778,0.6240658458595266,0,0,1.2307020825539343,0.7141667289104645,DDB1,GO_Biological_Process_2023
Hemopoiesis (GO:0030097),1/101,0.5633410111818751,0.6273610223349549,0,0,1.2183333333333333,0.6991651090035477,BMI1,GO_Biological_Process_2023
Negative Regulation Of Intracellular Signal Transduction (GO:1902532),2/231,0.5637958086181973,0.6273610223349549,0,0,1.0636578155089642,0.609543081784614,SPRED1;DDIT4,GO_Biological_Process_2023
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),2/232,0.5661463436764165,0.628370842333723,0,0,1.0589792060491494,0.6024561046443226,NDFIP2;TNIP2,GO_Biological_Process_2023
Activation Of GTPase Activity (GO:0090630),1/102,0.5669178348455791,0.628370842333723,0,0,1.2062095098398729,0.6845732282025914,EPHA1,GO_Biological_Process_2023
Calcium Ion Homeostasis (GO:0055074),1/102,0.5669178348455791,0.628370842333723,0,0,1.2062095098398729,0.6845732282025914,ANK2,GO_Biological_Process_2023
Regulation Of RNA Splicing (GO:0043484),1/102,0.5669178348455791,0.628370842333723,0,0,1.2062095098398729,0.6845732282025914,MBNL1,GO_Biological_Process_2023
Inorganic Cation Import Across Plasma Membrane (GO:0098659),1/103,0.5704655376257164,0.6308480860215536,0,0,1.194323408375696,0.6703767374087433,SLC9A4,GO_Biological_Process_2023
