pathway,pthwy_id,fold_enrichment,q-value,cohort
post-translational protein modification,GO:0043687,1.9321197411003235,2.2600394745972858e-15,symptomatic
cellular component disassembly,GO:0022411,1.932022517744962,2.17617391936582e-06,symptomatic
regulation of microtubule-based process,GO:0032886,1.9310679611650488,6.95450584859014e-05,symptomatic
nuclear division,GO:0000280,1.930714091280283,9.07357527653836e-06,symptomatic
positive regulation of gene expression,GO:0010628,1.9298175809541034,2.2325520735097897e-21,symptomatic
regulation of protein localization,GO:0032880,1.9296655879180151,6.257180011554864e-16,symptomatic
regulation of response to cytokine stimulus,GO:0060759,1.9290751149718957,0.002916140218588322,symptomatic
negative regulation of nucleobase-containing compound metabolic process,GO:0045934,1.9288464702978443,3.985748631717808e-28,symptomatic
regulation of protein localization to cell periphery,GO:1904375,1.9278224687933425,0.008309806003620959,symptomatic
positive regulation of innate immune response,GO:0045089,1.9278224687933425,4.8522416259058486e-05,symptomatic
glycerolipid biosynthetic process,GO:0045017,1.9275022856894073,0.00035798491030475935,symptomatic
negative regulation of cellular component organization,GO:0051129,1.9266258068015403,1.3342926617693136e-12,symptomatic
mRNA transport,GO:0051028,1.9251779935275082,0.010733304551217368,symptomatic
hindbrain development,GO:0030902,1.9247180847856242,0.0034124250889543085,symptomatic
skeletal muscle organ development,GO:0060538,1.9223300970873785,0.0043413987208572756,symptomatic
regulation of establishment of protein localization,GO:0070201,1.9216194390108214,1.8633958796617603e-09,symptomatic
regulation of hydrolase activity,GO:0051336,1.921296586282493,5.785032355267873e-13,symptomatic
regulation of T cell activation,GO:0050863,1.9203065917220237,1.2895696039167629e-06,symptomatic
placenta development,GO:0001890,1.919783964508455,0.005414385023673106,symptomatic
positive regulation of leukocyte cell-cell adhesion,GO:1903039,1.9195441114394258,6.616677847025372e-05,symptomatic
negative regulation of neuron projection development,GO:0010977,1.9170634392871393,0.006961438559596906,symptomatic
positive regulation of macromolecule biosynthetic process,GO:0010557,1.9170506912442398,0.03353906690732562,asymptomatic
regulation of response to stress,GO:0080134,1.9166595068304837,4.790835272133592e-24,symptomatic
eye morphogenesis,GO:0048592,1.9128371089536138,0.005049868128755831,symptomatic
embryonic morphogenesis,GO:0048598,1.9120088616667752,3.3764021949916063e-10,symptomatic
regulation of T cell differentiation,GO:0045580,1.911825561037721,0.0019509513152746742,symptomatic
cellular response to cytokine stimulus,GO:0071345,1.9112244761688546,2.0891065022879737e-12,symptomatic
positive regulation of molecular function,GO:0044093,1.9106604968261427,3.589112057586538e-21,symptomatic
mitochondrial transport,GO:0006839,1.9093705683429694,0.002484049199615261,symptomatic
regulation of cell-cell adhesion,GO:0022407,1.9089093120153109,2.5735573740190067e-08,symptomatic
regulation of mononuclear cell proliferation,GO:0032944,1.9079724449099624,0.00027752429418746374,symptomatic
peptidyl-lysine modification,GO:0018205,1.9076558215370933,0.014406730776426234,symptomatic
sex differentiation,GO:0007548,1.9073861882054273,5.6927802631071895e-05,symptomatic
DNA-templated transcription initiation,GO:0006352,1.907153806847215,0.005824987037136322,symptomatic
positive regulation of cell-cell adhesion,GO:0022409,1.9069514563106795,1.150847186374003e-05,symptomatic
regulation of developmental process,GO:0050793,1.9069388920616792,1.5833754339062503e-45,symptomatic
regulation of molecular function,GO:0065009,1.9066297915135573,2.04279451382201e-36,symptomatic
vacuole organization,GO:0007033,1.9064758282454208,0.0018046107182451648,symptomatic
regulation of organelle organization,GO:0033043,1.9064323460734913,1.910104341650329e-20,symptomatic
positive regulation of cellular biosynthetic process,GO:0031328,1.9049888309754281,0.032554448214539525,asymptomatic
neural tube formation,GO:0001841,1.9040221914008322,0.03329246355338601,symptomatic
regulation of cell morphogenesis,GO:0022604,1.9020950434338273,0.0002274191081395559,symptomatic
positive regulation of macromolecule metabolic process,GO:0010604,1.9014356870788165,0.009116614943385245,asymptomatic
positive regulation of response to external stimulus,GO:0032103,1.9014352047277332,2.8650071221649254e-09,symptomatic
protein-containing complex localization,GO:0031503,1.9011019119661683,0.005217764491841847,symptomatic
platelet activation,GO:0030168,1.8992621359223303,0.04278005164371929,symptomatic
regulation of cell population proliferation,GO:0042127,1.8966378571263063,3.368559388678151e-29,symptomatic
positive regulation of T cell activation,GO:0050870,1.8964964119881806,0.000190569332002428,symptomatic
regulation of protein-containing complex assembly,GO:0043254,1.894998389545852,6.176670866924628e-07,symptomatic
positive regulation of leukocyte migration,GO:0002687,1.8946887492861224,0.006198496658459163,symptomatic
regulation of viral process,GO:0050792,1.892755787901419,0.004309403319779991,symptomatic
inner ear development,GO:0048839,1.8924686586860213,0.0011762567754459053,symptomatic
cell morphogenesis involved in neuron differentiation,GO:0048667,1.8923605855514953,1.7640478103991793e-07,symptomatic
protein modification by small protein conjugation or removal,GO:0070647,1.890489277185066,2.533990352729938e-13,symptomatic
establishment of RNA localization,GO:0051236,1.8895098271371065,0.005404468225251235,symptomatic
ear development,GO:0043583,1.8876786532772198,0.0005130175045029464,symptomatic
positive regulation of lymphocyte proliferation,GO:0050671,1.887378640776699,0.009807341087403927,symptomatic
regulation of chromosome organization,GO:0033044,1.8868171715990174,0.000261607695427817,symptomatic
brain development,GO:0007420,1.8860597178970506,4.021443979315988e-12,symptomatic
negative regulation of immune system process,GO:0002683,1.8841886269070736,3.194760565824927e-08,symptomatic
cytoskeleton-dependent intracellular transport,GO:0030705,1.8840847862552734,0.0024936307797764363,symptomatic
protein localization to plasma membrane,GO:0072659,1.8833262980160406,0.0012507750985635828,symptomatic
positive regulation of small molecule metabolic process,GO:0062013,1.8833262980160406,0.012348652139877896,symptomatic
multicellular organismal-level homeostasis,GO:0048871,1.8814294567238172,9.312942586561543e-10,symptomatic
negative regulation of macromolecule metabolic process,GO:0010605,1.881216252925832,1.4944733437284672e-46,symptomatic
head development,GO:0060322,1.8805825242718444,8.877840784273486e-13,symptomatic
regulation of plasma membrane bounded cell projection assembly,GO:0120032,1.8804575603191387,0.0015962885977701623,symptomatic
regulation of leukocyte proliferation,GO:0070663,1.8789692678297685,0.00018313969195362238,symptomatic
phosphorylation,GO:0016310,1.8784648465498144,6.7302255256673e-12,symptomatic
glycerophospholipid metabolic process,GO:0006650,1.8764041220716392,7.99154823601793e-05,symptomatic
inner ear morphogenesis,GO:0042472,1.8742718446601943,0.02948024348534762,symptomatic
muscle cell differentiation,GO:0042692,1.8720642217571786,0.00013562780554802898,symptomatic
response to organic substance,GO:0010033,1.8719926328507168,6.480308626401399e-43,symptomatic
peptidyl-amino acid modification,GO:0018193,1.8707287976948632,2.0694143392145724e-08,symptomatic
vacuolar transport,GO:0007034,1.8706182933060806,0.004712046583673593,symptomatic
regulation of inflammatory response,GO:0050727,1.8676954522227902,5.169968267441309e-06,symptomatic
Golgi vesicle transport,GO:0048193,1.8654724463284562,0.0001408266480614244,symptomatic
cell migration,GO:0016477,1.8638707800394385,4.23596664368116e-14,symptomatic
negative regulation of metabolic process,GO:0009892,1.8627840870078687,3.0488703481646538e-49,symptomatic
regulation of cell projection assembly,GO:0060491,1.8620217018846374,0.0017984580042613222,symptomatic
regulation of protein polymerization,GO:0032271,1.8620217018846374,0.0017970340470132927,symptomatic
embryo development,GO:0009790,1.8595230891938723,1.587730703534606e-16,symptomatic
regulation of interleukin-1 production,GO:0032652,1.8576853681587764,0.04357412912989563,symptomatic
learning or memory,GO:0007611,1.8564216366158113,0.00018827800619885588,symptomatic
response to inorganic substance,GO:0010035,1.8553398058252428,4.514425686689712e-08,symptomatic
positive regulation of macromolecule metabolic process,GO:0010604,1.853953046461417,6.916426752056653e-61,symptomatic
RNA transport,GO:0050658,1.8511326860841424,0.008069735389498468,symptomatic
lysosomal transport,GO:0007041,1.8511326860841424,0.017697386856183845,symptomatic
nucleic acid transport,GO:0050657,1.8511326860841424,0.008064802788404643,symptomatic
positive regulation of macromolecule biosynthetic process,GO:0010557,1.8502796295467767,1.822273382073025e-43,symptomatic
regulation of chemotaxis,GO:0050920,1.8495017321756981,0.0010478717729768613,symptomatic
macroautophagy,GO:0016236,1.8492815533980584,0.002392903817248775,symptomatic
response to virus,GO:0009615,1.8491475571982616,1.0123148200050403e-05,symptomatic
regulation of G protein-coupled receptor signaling pathway,GO:0008277,1.848596887884027,0.01574586245788147,symptomatic
positive regulation of mononuclear cell proliferation,GO:0032946,1.848596887884027,0.01575415848657372,symptomatic
transcription initiation at RNA polymerase II promoter,GO:0006367,1.8480215387125725,0.03492881905308918,symptomatic
RNA localization,GO:0006403,1.847108484592655,0.004596159942525883,symptomatic
organelle localization,GO:0051640,1.8457180383734757,3.5307443413531575e-08,symptomatic
mitochondrion organization,GO:0007005,1.844385961032355,1.2143079252782478e-06,symptomatic
organelle fission,GO:0048285,1.8436641392238606,2.544456080949827e-05,symptomatic
regulation of MAPK cascade,GO:0043408,1.842602120710483,1.0415157472627667e-09,symptomatic
embryonic limb morphogenesis,GO:0030326,1.8392854368932041,0.02836929552624386,symptomatic
embryonic appendage morphogenesis,GO:0035113,1.8392854368932041,0.028355863094649995,symptomatic
regulation of leukocyte chemotaxis,GO:0002688,1.8392854368932041,0.02834244337714188,symptomatic
protein-RNA complex organization,GO:0071826,1.8389082249496245,0.002162508686671154,symptomatic
regulation of cytoskeleton organization,GO:0051493,1.8383662537663208,9.464389483168996e-08,symptomatic
DNA-templated transcription,GO:0006351,1.8360213988508025,6.565463927203781e-08,symptomatic
epithelium development,GO:0060429,1.8354705373449964,2.152756718217101e-16,symptomatic
RNA biosynthetic process,GO:0032774,1.8323189963526159,4.353253027242564e-08,symptomatic
negative regulation of response to stimulus,GO:0048585,1.8322208737864076,3.9710516307304903e-25,symptomatic
regulation of lymphocyte activation,GO:0051249,1.8319576064673344,2.728226050232767e-07,symptomatic
limb development,GO:0060173,1.8317490977481825,0.0040600000797416085,symptomatic
appendage development,GO:0048736,1.8317490977481825,0.004057184545705726,symptomatic
positive regulation of biosynthetic process,GO:0009891,1.8315750965673319,1.1198516285172278e-43,symptomatic
regulation of wound healing,GO:0061041,1.8313495886756097,0.023762923796882524,symptomatic
neuron migration,GO:0001764,1.830274853001504,0.020945606007270547,symptomatic
positive regulation of cellular component biogenesis,GO:0044089,1.829997706597355,2.1916619214334264e-07,symptomatic
positive regulation of lymphocyte activation,GO:0051251,1.8285578972294578,7.092087665272203e-05,symptomatic
positive regulation of supramolecular fiber organization,GO:1902905,1.827861303744799,0.007836656768757664,symptomatic
positive regulation of cellular biosynthetic process,GO:0031328,1.827287119837489,6.151525904214404e-43,symptomatic
respiratory electron transport chain,GO:0022904,1.8253777965386238,0.04666660998538083,symptomatic
cellular response to inorganic substance,GO:0071241,1.8253777965386238,0.001683898719855298,symptomatic
transcription by RNA polymerase II,GO:0006366,1.8242912621359224,1.0110211713506216e-05,symptomatic
positive regulation of production of molecular mediator of immune response,GO:0002702,1.8241088512507972,0.026869529259731406,symptomatic
cell morphogenesis,GO:0000902,1.8240040174087715,7.362094812627754e-10,symptomatic
skin development,GO:0043588,1.8238528359734287,0.00033475041183495094,symptomatic
positive regulation of protein secretion,GO:0050714,1.8236158488585674,0.01704790117378404,symptomatic
positive regulation of metabolic process,GO:0009893,1.8223627293066045,4.395078687389238e-63,symptomatic
developmental maturation,GO:0021700,1.8205985386848162,0.0002714184159486359,symptomatic
regulation of small molecule metabolic process,GO:0062012,1.8202804746494066,9.612736118099167e-05,symptomatic
positive regulation of defense response,GO:0031349,1.8196814025827128,6.445432163497137e-06,symptomatic
epithelial cell differentiation,GO:0030855,1.8188890063265337,4.411346563910561e-09,symptomatic
regulation of calcium ion transmembrane transport,GO:1903169,1.81747572815534,0.012587413110150016,symptomatic
limb morphogenesis,GO:0035108,1.8174757281553398,0.013941441286435893,symptomatic
appendage morphogenesis,GO:0035107,1.8174757281553398,0.013933973990620983,symptomatic
positive regulation of signal transduction,GO:0009967,1.8168961759461066,7.551679329528086e-23,symptomatic
morphogenesis of embryonic epithelium,GO:0016331,1.8113768163158923,0.017697621446740763,symptomatic
negative regulation of T cell activation,GO:0050868,1.8103203119027598,0.03147958850791293,symptomatic
axonogenesis,GO:0007409,1.8101075833114668,3.25811781830032e-05,symptomatic
regulation of alpha-beta T cell activation,GO:0046634,1.8096417810512222,0.048746914415019826,symptomatic
positive regulation of multicellular organismal process,GO:0051240,1.809224476362867,1.1095788865659733e-23,symptomatic
process utilizing autophagic mechanism,GO:0061919,1.8088210818307906,0.00016448493068866823,symptomatic
autophagy,GO:0006914,1.8088210818307906,0.00016465662685848938,symptomatic
muscle organ development,GO:0007517,1.8088210818307906,0.00016431359221920087,symptomatic
establishment of vesicle localization,GO:0051650,1.8065270791905483,0.012955360281947204,symptomatic
immune response-activating signaling pathway,GO:0002757,1.8061518918428454,0.00013617820099456426,symptomatic
negative regulation of protein-containing complex assembly,GO:0031333,1.8048543689320389,0.022618992529817968,symptomatic
ear morphogenesis,GO:0042471,1.8038104971165778,0.035365898200907034,symptomatic
positive regulation of cytokine production,GO:0001819,1.8009197751660706,8.466932772110388e-07,symptomatic
response to alcohol,GO:0097305,1.8000669568128558,0.0008633188366503768,symptomatic
positive regulation of signaling,GO:0023056,1.7988455669327907,8.130829288007898e-25,symptomatic
positive regulation of cell activation,GO:0050867,1.7982431807674526,2.9440615682988552e-05,symptomatic
positive regulation of cellular metabolic process,GO:0031325,1.7981640285595557,5.6279373418612486e-52,symptomatic
positive regulation of cellular component organization,GO:0051130,1.7971551140212236,3.9381392527765e-15,symptomatic
regulation of lipid localization,GO:1905952,1.7957095517702457,0.013448118939335028,symptomatic
establishment of organelle localization,GO:0051656,1.7954189838816101,1.4576744837760163e-05,symptomatic
plasma membrane bounded cell projection morphogenesis,GO:0120039,1.7936580018791104,1.2551210047480944e-06,symptomatic
positive regulation of hydrolase activity,GO:0051345,1.793117806025423,1.4662685295226862e-06,symptomatic
positive regulation of cytoskeleton organization,GO:0051495,1.792781764457577,0.010047449647862841,symptomatic
protein localization to cell periphery,GO:1990778,1.7921324411093489,0.0014235896450291187,symptomatic
neuron projection morphogenesis,GO:0048812,1.7915646688944695,1.6370661756956675e-06,symptomatic
regulation of tumor necrosis factor superfamily cytokine production,GO:1903555,1.791211628037488,0.010993149081961568,symptomatic
positive regulation of response to biotic stimulus,GO:0002833,1.7908352044527371,0.00029441903265112847,symptomatic
positive regulation of lymphocyte differentiation,GO:0045621,1.790349224750036,0.0364921293214444,symptomatic
camera-type eye morphogenesis,GO:0048593,1.790349224750036,0.03647575044831987,symptomatic
bone development,GO:0060348,1.790349224750036,0.005279685350441381,symptomatic
response to metal ion,GO:0010038,1.7899382171226832,6.0726129547008924e-05,symptomatic
negative regulation of lymphocyte activation,GO:0051250,1.789428263214671,0.01720028360810683,symptomatic
negative regulation of monoatomic ion transport,GO:0043271,1.7879232772910254,0.04196511602960885,symptomatic
amide biosynthetic process,GO:0043604,1.7876266742257811,3.1766901861104464e-07,symptomatic
regulation of tumor necrosis factor production,GO:0032680,1.7850208044382805,0.013890189470671008,symptomatic
tissue homeostasis,GO:0001894,1.7850208044382803,0.0031724984193085394,symptomatic
anatomical structure homeostasis,GO:0060249,1.7850208044382803,0.0031747906869525485,symptomatic
cognition,GO:0050890,1.7839223300970874,0.0002181069092315035,symptomatic
mRNA metabolic process,GO:0016071,1.7838728810913747,4.329833305928308e-08,symptomatic
regulation of cellular component size,GO:0032535,1.7812228878330925,5.7786556228851734e-05,symptomatic
anatomical structure formation involved in morphogenesis,GO:0048646,1.7809764730585023,1.0095448501862353e-12,symptomatic
"mRNA splicing, via spliceosome",GO:0000398,1.7806847215125192,0.0018831821579631113,symptomatic
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",GO:0000377,1.7806847215125192,0.0018817005040229358,symptomatic
peptide metabolic process,GO:0006518,1.779884053921911,2.8385977787989887e-07,symptomatic
positive regulation of leukocyte proliferation,GO:0070665,1.7784501757102864,0.017727189736996916,symptomatic
positive regulation of cell communication,GO:0010647,1.7781005413423965,1.6295882504981063e-23,symptomatic
DNA metabolic process,GO:0006259,1.777659893904514,6.526104068903798e-10,symptomatic
positive regulation of leukocyte activation,GO:0002696,1.7770873786407768,8.444799841728347e-05,symptomatic
positive regulation of MAPK cascade,GO:0043410,1.7766117128542025,4.296498006289593e-06,symptomatic
cell projection morphogenesis,GO:0048858,1.7757572234172434,2.185437289867492e-06,symptomatic
regulation of cytokine production,GO:0001817,1.7745340921772121,5.344552091609623e-10,symptomatic
recombinational repair,GO:0000725,1.7735045411838395,0.04425552439197539,symptomatic
chromosome organization,GO:0051276,1.7728155339805824,4.516208032449104e-06,symptomatic
nucleoside triphosphate metabolic process,GO:0009141,1.769647419519673,0.006363998931493039,symptomatic
immune response-regulating signaling pathway,GO:0002764,1.7689756736118687,0.00011336419723554186,symptomatic
positive regulation of DNA repair,GO:0045739,1.7685436893203883,0.04880226696026469,symptomatic
positive regulation of hormone secretion,GO:0046887,1.7680206063007728,0.026145453886740524,symptomatic
vesicle localization,GO:0051648,1.7672692163278443,0.013412540552128776,symptomatic
regulation of leukocyte activation,GO:0002694,1.7660983224124327,3.697069738020792e-07,symptomatic
establishment of protein localization,GO:0045184,1.7653869582546833,1.8672657364137304e-16,symptomatic
central nervous system development,GO:0007417,1.7651872399445214,1.1702727724243298e-12,symptomatic
regulation of cell activation,GO:0050865,1.7649643909052657,7.266600138995203e-08,symptomatic
organelle disassembly,GO:1903008,1.7640205596801826,0.039285647631368915,symptomatic
cellular response to chemical stimulus,GO:0070887,1.7573750238756112,9.412594759736793e-32,symptomatic
regulation of defense response,GO:0031347,1.757279079834271,1.2640038182912494e-09,symptomatic
transport along microtubule,GO:0010970,1.7568932038834952,0.019285945302454383,symptomatic
animal organ morphogenesis,GO:0009887,1.7563457714352555,2.9377719810700305e-12,symptomatic
skeletal system development,GO:0001501,1.7547423450336073,2.753013239233269e-06,symptomatic
protein modification process,GO:0036211,1.753789410953183,1.0448517967011696e-26,symptomatic
axon guidance,GO:0007411,1.7537046499744506,0.004978263610907629,symptomatic
neuron projection guidance,GO:0097485,1.7537046499744506,0.004974975457928165,symptomatic
regulation of response to biotic stimulus,GO:0002831,1.7526909478646389,2.4230399325412243e-06,symptomatic
regulation of small GTPase mediated signal transduction,GO:0051056,1.7525658807212205,0.0006540619900765463,symptomatic
"RNA splicing, via transesterification reactions",GO:0000375,1.7523072757513634,0.0030018039064790172,symptomatic
regulation of cytokine-mediated signaling pathway,GO:0001959,1.7493203883495145,0.02447136055781203,symptomatic
axon development,GO:0061564,1.7487296013220412,3.135312685470408e-05,symptomatic
regulation of response to external stimulus,GO:0032101,1.7479547986630593,2.4323724267911923e-13,symptomatic
intracellular transport,GO:0046907,1.7472203638737047,2.0250099945224253e-14,symptomatic
regulation of signal transduction,GO:0009966,1.7470868965783208,6.94735252050406e-41,symptomatic
vesicle-mediated transport in synapse,GO:0099003,1.7412590040714062,0.030699789650102883,symptomatic
myeloid leukocyte activation,GO:0002274,1.7412590040714062,0.030714209466753944,symptomatic
establishment of protein localization to membrane,GO:0090150,1.7403952843273234,0.006459342650259419,symptomatic
regulation of lipid transport,GO:0032368,1.7384550443224989,0.04301321735783458,symptomatic
regulation of immune system process,GO:0002682,1.733092926490985,2.869261535421194e-18,symptomatic
protein-RNA complex assembly,GO:0022618,1.7320003845044698,0.01098815018256565,symptomatic
cellular response to metal ion,GO:0071248,1.7320003845044698,0.010994292245272506,symptomatic
cellular macromolecule localization,GO:0070727,1.7317721059153135,1.3376216885440168e-23,symptomatic
multicellular organism development,GO:0007275,1.7315842583249244,0.017576288448335153,asymptomatic
regulation of leukocyte migration,GO:0002685,1.7309292649098476,0.005462317370280106,symptomatic
regulation of cell division,GO:0051302,1.7290579900288636,0.015482508244154737,symptomatic
regulation of DNA repair,GO:0006282,1.728300517194447,0.007836223462987839,symptomatic
response to xenobiotic stimulus,GO:0009410,1.7274394881660775,4.1754561276695064e-05,symptomatic
regulation of cellular component organization,GO:0051128,1.727420624508003,3.5302050193680845e-30,symptomatic
nucleobase-containing compound catabolic process,GO:0034655,1.7255201109570044,0.0004616974429696516,symptomatic
system development,GO:0048731,1.724534686971235,0.0423462154058966,asymptomatic
regulation of actin cytoskeleton organization,GO:0032956,1.7244762391415431,0.000498620555530419,symptomatic
regulation of lipid metabolic process,GO:0019216,1.7234683629059258,0.0008531390413539445,symptomatic
regulation of viral life cycle,GO:1903900,1.7234683629059255,0.049279330267757784,symptomatic
neuron projection development,GO:0031175,1.7229773462783173,5.390055138877861e-08,symptomatic
protein localization,GO:0008104,1.722581805106077,4.225097284511784e-23,symptomatic
regulation of actin filament-based process,GO:0032970,1.7225683794266013,0.00015972922149850018,symptomatic
negative regulation of cytoskeleton organization,GO:0051494,1.7190773607074394,0.03313397081138206,symptomatic
tissue development,GO:0009888,1.7178176469619721,1.5062735058755647e-20,symptomatic
mRNA processing,GO:0006397,1.7167243562684675,3.516945415317692e-05,symptomatic
positive regulation of secretion by cell,GO:1903532,1.711663785077803,0.001933270401726739,symptomatic
macromolecule modification,GO:0043412,1.7103787297699313,8.23641812764096e-27,symptomatic
membrane organization,GO:0061024,1.7098620337250896,2.28558939308044e-08,symptomatic
ribonucleoside triphosphate metabolic process,GO:0009199,1.709180542280799,0.018111043115166668,symptomatic
neurogenesis,GO:0022008,1.7081031174714003,6.1521554393419245e-15,symptomatic
response to extracellular stimulus,GO:0009991,1.70807427655764,1.0354568357967992e-05,symptomatic
phospholipid metabolic process,GO:0006644,1.7073256840247133,0.00040215101845791473,symptomatic
response to nutrient levels,GO:0031667,1.7071556993887094,2.2634833245368117e-05,symptomatic
lipid homeostasis,GO:0055088,1.7066540374141606,0.03739495067645286,symptomatic
protein-containing complex organization,GO:0043933,1.7062931971779043,3.928765495698226e-23,symptomatic
organonitrogen compound catabolic process,GO:1901565,1.7044887823552743,3.380001978813554e-12,symptomatic
regulation of signaling,GO:0023051,1.7028911343447308,1.2810438390191457e-42,symptomatic
nucleobase-containing compound transport,GO:0015931,1.7023953872896087,0.007839759122106684,symptomatic
anatomical structure morphogenesis,GO:0009653,1.7009916875165318,1.5425423711961832e-25,symptomatic
neuromuscular process,GO:0050905,1.698686464877213,0.04304747044514286,symptomatic
protein transport,GO:0015031,1.696588581099136,1.44881374797526e-11,symptomatic
positive regulation of transport,GO:0051050,1.6952478283086356,5.007851757901229e-09,symptomatic
regulation of transcription by RNA polymerase II,GO:0006357,1.6935410597928453,9.35069135011137e-30,symptomatic
negative regulation of multicellular organismal process,GO:0051241,1.692890698402756,8.737354937537788e-12,symptomatic
negative regulation of cellular process,GO:0048523,1.6928241853311545,1.0032815569720281e-64,symptomatic
regulation of production of molecular mediator of immune response,GO:0002700,1.692464170134073,0.023632270753519438,symptomatic
regulation of multicellular organismal process,GO:0051239,1.6918578845033356,1.6292968142564288e-34,symptomatic
regulation of cell communication,GO:0010646,1.6912034319259428,2.0388083665258769e-41,symptomatic
regulation of ERK1 and ERK2 cascade,GO:0070372,1.6885331933875625,0.0029510318476887133,symptomatic
negative regulation of response to external stimulus,GO:0032102,1.6863864030194409,0.00020399481699581409,symptomatic
response to temperature stimulus,GO:0009266,1.6860919405778452,0.0396069743539212,symptomatic
nucleobase-containing compound biosynthetic process,GO:0034654,1.683780818514915,1.2263517630747774e-09,symptomatic
generation of neurons,GO:0048699,1.6816694717816487,4.743927186605201e-12,symptomatic
skeletal system morphogenesis,GO:0048705,1.6803816538332776,0.010839873294892782,symptomatic
regulation of transporter activity,GO:0032409,1.680019580647793,0.009023052181875227,symptomatic
anatomical structure maturation,GO:0071695,1.680019580647793,0.009028301194197433,symptomatic
RNA splicing,GO:0008380,1.679137680605458,0.00044831753732613497,symptomatic
nucleic acid metabolic process,GO:0090304,1.6782470829250913,2.5253761946310325e-23,symptomatic
cell-cell junction organization,GO:0045216,1.6753267885230785,0.03680488794022658,symptomatic
regulation of nitrogen compound metabolic process,GO:0051171,1.6708890394486202,9.688465588316101e-72,symptomatic
cellular nitrogen compound biosynthetic process,GO:0044271,1.6692670186793845,1.6370807551611998e-15,symptomatic
organophosphate biosynthetic process,GO:0090407,1.669043046182581,1.6281164320994524e-05,symptomatic
purine ribonucleoside triphosphate metabolic process,GO:0009205,1.6660194174757281,0.031258500213861194,symptomatic
cell motility,GO:0048870,1.6644782339257969,1.6208762703137916e-10,symptomatic
regulation of supramolecular fiber organization,GO:1902903,1.6617584982494475,0.0005456445387087059,symptomatic
regulation of actin filament organization,GO:0110053,1.6598717443485116,0.006629082820094094,symptomatic
negative regulation of transport,GO:0051051,1.6581235908526204,0.0003577976530082769,symptomatic
cell maturation,GO:0048469,1.6571102227298686,0.032504541126243555,symptomatic
DNA repair,GO:0006281,1.656389247432516,4.6885201428768395e-05,symptomatic
regulation of anatomical structure size,GO:0090066,1.6532038834951457,4.852051309954416e-05,symptomatic
microtubule cytoskeleton organization,GO:0000226,1.6510641264750483,2.6040811161018598e-05,symptomatic
positive regulation of response to stimulus,GO:0048584,1.6496713232810511,3.017129162678761e-22,symptomatic
regulation of primary metabolic process,GO:0080090,1.648239060832444,3.0530867342698463e-70,symptomatic
response to stress,GO:0006950,1.6460408283805235,4.553572043962298e-36,symptomatic
neuron development,GO:0048666,1.6449305640899592,5.560562240390591e-08,symptomatic
phosphate-containing compound metabolic process,GO:0006796,1.641676643988356,4.601314664659382e-16,symptomatic
regulation of hormone secretion,GO:0046883,1.6405840065219002,0.010382859371922935,symptomatic
positive regulation of secretion,GO:0051047,1.6397415086827356,0.004458442917859073,symptomatic
positive regulation of immune system process,GO:0002684,1.6393631067961167,4.373978798922423e-09,symptomatic
negative regulation of biological process,GO:0048519,1.637228759339627,4.622345555763736e-61,symptomatic
cellular localization,GO:0051641,1.6347032630118987,6.921760084094625e-26,symptomatic
glycerolipid metabolic process,GO:0046486,1.633714331818304,0.0020616477502060017,symptomatic
negative regulation of cytokine production,GO:0001818,1.6320190212007133,0.007416890920989706,symptomatic
macromolecule localization,GO:0033036,1.6303938450265618,1.6796940901072683e-22,symptomatic
localization within membrane,GO:0051668,1.6301910429063577,5.0464276608407223e-05,symptomatic
activation of immune response,GO:0002253,1.6272747798600138,0.0013266940633001939,symptomatic
regulation of DNA-templated transcription,GO:0006355,1.6272747798600136,1.8523913931739883e-34,symptomatic
heterocycle biosynthetic process,GO:0018130,1.626587005227782,7.8912010059427e-09,symptomatic
regulation of RNA metabolic process,GO:0051252,1.6252334178994197,3.8197048047495547e-38,symptomatic
neuron differentiation,GO:0030182,1.624939486633861,1.3121765710251395e-09,symptomatic
regulation of immune response,GO:0050776,1.6242326709087251,5.2190994264437544e-08,symptomatic
regulation of RNA biosynthetic process,GO:2001141,1.6241160669928174,2.5466953635908443e-34,symptomatic
phosphorus metabolic process,GO:0006793,1.6228582926706576,1.6754462288368168e-15,symptomatic
establishment of localization in cell,GO:0051649,1.6221499533290922,2.136271421628346e-14,symptomatic
RNA metabolic process,GO:0016070,1.6202855511136494,2.09254137535352e-13,symptomatic
regulation of nucleobase-containing compound metabolic process,GO:0019219,1.619661329769558,1.5256269957122304e-41,symptomatic
ribonucleoprotein complex biogenesis,GO:0022613,1.6192413344796495,0.00040967833653953925,symptomatic
regulation of nitrogen compound metabolic process,GO:0051171,1.6187066130800145,0.008447948334584452,asymptomatic
positive regulation of cellular process,GO:0048522,1.6182232346241459,0.008407682176442818,asymptomatic
modulation of chemical synaptic transmission,GO:0050804,1.617628811988881,0.0003079566267534039,symptomatic
cellular anatomical entity morphogenesis,GO:0032989,1.617018846373501,2.737651116708114e-05,symptomatic
regulation of trans-synaptic signaling,GO:0099177,1.614279684013749,0.0003161760400161267,symptomatic
ribosome biogenesis,GO:0042254,1.6132972840113062,0.005954681082199814,symptomatic
regulation of macromolecule metabolic process,GO:0060255,1.6121699584325047,6.722945060821277e-70,symptomatic
