##DEPset=2057,background_set=13434
p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.01970244756e-06	3.78193439411e-06	Toxoplasmosis - Homo sapiens (human)	KEGG	path:hsa05145	TGFB1; TGFB2; HSPA8; ITGA6; IKBKB; HSPA1B; XIAP; AKT3; STAT3; JAK2; JAK1; NFKB1; MAPK8; MAPK9; ITGB1; NFKBIA; IFNG; CHUK; LDLR; TNF; LAMC2; LAMC1; SOCS1; CASP3; AKT1; IL10; TAB2; AKT2; CASP9; TLR2; PDPK1; BCL2	3586; 3655; 23118; 3688; 6774; 1147; 3716; 3717; 4790; 4792; 842; 207; 208; 3304; 3312; 7042; 10000; 5170; 5599; 331; 3918; 3949; 7040; 3458; 836; 7097; 3915; 8651; 7124; 3551; 5601; 596	112	112
1.16867848311e-06	4.28028494439e-06	Bacterial invasion of epithelial cells - Homo sapiens (human)	KEGG	path:hsa05100	PTK2; ACTG1; ITGA5; GAB1; CTNNB1; WASL; CLTC; CRK; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; CDH1; ITGB1; SHC1; RAC1; VCL; ARPC5; ACTR3C; CD2AP; MET; ACTB; ELMO2; CDC42	5747; 4233; 8976; 3688; 653857; 63916; 5293; 5295; 5296; 8503; 60; 1213; 6464; 7414; 71; 23607; 1499; 3678; 998; 999; 10092; 2549; 1398; 5879; 5290	77	77
1.76187113346e-06	6.37318817414e-06	Type II diabetes mellitus - Homo sapiens (human)	KEGG	path:hsa04930	SOCS4; SOCS1; SOCS3; PRKCE; IRS4; PIK3CA; PIK3CD; CACNA1E; PRKCD; IKBKB; HK2; TNF; PIK3R3; PIK3R2; PIK3R1; MTOR; MAPK8; MAPK9	777; 8471; 3099; 5290; 5293; 5295; 5296; 5599; 8503; 122809; 9021; 8651; 5580; 5581; 2475; 3551; 5601; 7124	46	46
2.00077244014e-06	7.14910152393e-06	Estrogen signaling pathway - Homo sapiens (human)	KEGG	path:hsa04915	PIK3CD; HSPA8; EGFR; HSPA1B; AKT2; AKT3; GABBR1; NCOA3; CALM2; PIK3CA; JUN; AKT1; PIK3R2; PIK3R1; PIK3R3; SHC1; FOS; SP1; CREB5; PRKACB; CTSD; PRKCD; CREB1; ITPR1; KRAS; ESR2; SOS2; ESR1; GNAS; MAP2K1; PRKACA; MMP9; HSP90AA1; ATF2; MMP2; BCL2	8202; 6667; 2099; 2100; 596; 3708; 3725; 5290; 5293; 5295; 5296; 207; 208; 4313; 2778; 4318; 3304; 3312; 3845; 10000; 805; 2353; 8503; 6464; 1385; 1386; 9586; 1956; 5566; 5567; 5580; 3320; 5604; 1509; 2550; 6655	138	137
2.17241203628e-06	7.66887622444e-06	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	KEGG	path:hsa05022	PTGS2; PPP3R1; BDNF; CALM2; PRNP; FADD; RAB5A; CAMK2D; SLC25A5; FASLG; ATG2B; KRAS; TUBB4B; KIF5B; GSK3B; UBC; APC; UQCRFS1; APP; UQCRC1; HSD17B10; ATP2A2; RPS27A; UBE2L3; IL1A; VDAC1; TRAP1; TUBA1C; TUBA1B; DERL1; GRM5; COX6C; BECN1; TUBB3; ITPR1; TUBB2B; CSNK1A1; TUBB; COX7C; FRAT1; HTT; WNT5A; WNT3A; TOMM40L; VDAC2; IL1B; DCTN4; DCTN5; FZD5; FZD6; FZD9; PSMA3; NFKB1; MAPK8; MAPK9; NDUFA4; MTOR; NRBF2; ATXN2L; WNT1; PLCG1; IL6; MFN2; MFN1; SIGMAR1; NOX4; COX5A; PSMD4; BAX; PSMD2; CTNNB1; MAP2K1; RB1CC1; DKK1; EIF2S1; XBP1; AXIN2; FAS; BID; DVL2; ULK1; RAC1; TNF; SEM1; COX7A2L; CASP7; CASP3; CASP9; BRAF; BCL2	10280; 355; 6233; 8323; 8326; 10376; 10381; 10383; 8408; 292; 203068; 324; 351; 356; 55669; 22943; 2475; 8678; 488; 84516; 8772; 581; 596; 4697; 637; 673; 4790; 8313; 10023; 805; 84790; 3552; 836; 3553; 840; 842; 2915; 2932; 9167; 3028; 84134; 3064; 11273; 7316; 9377; 7332; 5335; 7384; 7386; 7416; 7417; 29982; 79139; 7474; 1345; 7494; 50507; 5534; 1452; 1499; 5599; 5601; 5604; 3569; 5621; 347733; 5684; 5708; 5710; 9821; 3708; 5743; 7855; 627; 89780; 9927; 3799; 5868; 5879; 7124; 3845; 7471; 7979; 55102; 1856; 10131; 1350; 1965; 51164; 817	475	475
2.32288071037e-06	8.1024291445e-06	Progesterone-mediated oocyte maturation - Homo sapiens (human)	KEGG	path:hsa04914	CPEB4; CPEB1; PKMYT1; CPEB2; AKT1; AKT2; AKT3; CCNA2; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; MAPK8; MAPK9; IGF1R; CDC25A; CPEB3; KRAS; CCNB2; CCNB1; CDC23; MAP2K1; KIF22; CDK1; PRKACA; BRAF; PRKACB; HSP90AA1	8697; 673; 5290; 5293; 5295; 5296; 207; 208; 3320; 3835; 132864; 3845; 10000; 8503; 22849; 5601; 890; 891; 9088; 3480; 9133; 80315; 5566; 5567; 983; 5599; 993; 5604; 64506	100	100
2.89827200247e-06	9.99051407911e-06	Amoebiasis - Homo sapiens (human)	KEGG	path:hsa05146	TGFB1; TGFB2; PTK2; PRDX1; COL3A1; IL1B; IL6; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; NFKB1; RAB5A; IFNG; VCL; TNF; COL4A1; LAMC2; LAMC1; CASP3; ACTN4; IL10; CXCL8; GNAS; TLR2; PRKACA; PRKACB; GNAL	3586; 81; 5747; 5290; 5293; 5295; 5296; 4790; 2774; 2778; 5868; 7414; 1281; 1282; 7042; 8503; 836; 3915; 3918; 7040; 3458; 7097; 5052; 5566; 5567; 7124; 3553; 3569; 3576	102	101
3.16380588779e-06	1.07790130828e-05	Endocytosis - Homo sapiens (human)	KEGG	path:hsa04144	TSG101; SNX2; VPS4B; SNX6; ITCH; WASHC5; HSPA8; EGFR; IGF1R; SNX5; SMAD3; HSPA1B; ARFGEF2; WASL; CLTC; CHMP3; CHMP7; AP2B1; SMURF1; EPS15; RAB35; ARAP2; RAB31; GRK7; NEDD4; PARD6B; VPS37A; PSD3; RAB22A; CXCR4; RAB10; TGFBR2; TGFBR1; RAB5A; VPS45; SMAP2; ARPC5; LDLR; AP2A1; SMAD2; WASHC2C; AP2A2; MDM2; FGFR2; CAPZA2; RAB11FIP1; VPS26A; ZFYVE9; KIF5B; PDCD6IP; ACTR3C; GIT1; GIT2; GBF1; CDC42	2060; 8729; 653857; 57403; 7251; 9815; 4193; 4734; 84612; 91782; 10890; 3949; 51652; 160; 161; 163; 58533; 9897; 7852; 253725; 1213; 2263; 10015; 3304; 5868; 3312; 116984; 11311; 3799; 11021; 8976; 137492; 11031; 83737; 23362; 28964; 131890; 830; 9525; 57154; 10564; 9559; 80223; 10092; 64744; 7046; 7048; 3480; 1956; 9372; 6643; 27131; 998; 4087; 4088	252	252
5.29726262319e-06	1.78402063057e-05	Apoptosis - multiple species - Homo sapiens (human)	KEGG	path:hsa04215	CASP7; BCL2L11; CASP3; BID; BAX; CASP9; XIAP; DIABLO; FADD; BECN1; MAPK8; MAPK9; PMAIP1; BCL2	836; 10018; 56616; 8772; 581; 840; 842; 331; 596; 5599; 5601; 8678; 5366; 637	32	32
6.38202944573e-06	2.12492571318e-05	Cushing syndrome - Homo sapiens (human)	KEGG	path:hsa04934	WNT3A; EGFR; RAP1B; CTNNB1; MAP2K1; AXIN2; FZD6; CCNE2; FZD9; CCNE1; RB1; DVL2; CDK4; CDKN2A; CAMK2D; SP1; CREB5; NR4A1; CREB1; LDLR; ITPR1; FZD5; E2F3; E2F1; GNAS; CCND1; WNT1; TCF7L1; TCF7L2; GSK3B; PRKACA; BRAF; CDK6; PRKACB; APC; WNT5A; SCARB1; ATF2	1029; 6667; 595; 3164; 8313; 3708; 8323; 8326; 673; 7855; 89780; 2778; 5908; 6934; 7471; 1499; 5925; 7474; 817; 1856; 1869; 1871; 1385; 1386; 3949; 9586; 2932; 898; 324; 1956; 9134; 949; 5566; 5567; 5604; 83439; 1019; 1021	155	155
6.45654050964e-06	2.12558019025e-05	VEGF signaling pathway - Homo sapiens (human)	KEGG	path:hsa04370	PTGS2; PTK2; PPP3R1; RAC1; PIK3CA; PIK3CD; PLCG1; MAP2K1; CASP9; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1; VEGFA; CDC42; PLA2G4F; KDR; KRAS	3845; 207; 5295; 5534; 10000; 5290; 5296; 8503; 842; 3791; 208; 255189; 5335; 5604; 998; 5743; 5293; 5747; 5879; 7422	59	59
1.01026140197e-05	3.28896211974e-05	Th17 cell differentiation - Homo sapiens (human)	KEGG	path:hsa04659	TGFB1; PPP3R1; NFATC1; SMAD4; NFKBIA; HIF1A; IL6ST; IKBKB; PLCG1; IL1B; STAT6; STAT3; JUN; JAK2; JAK1; NFKB1; MAPK8; MAPK9; TGFBR2; TGFBR1; FOS; IFNG; CHUK; MTOR; SMAD2; SMAD3; GATA3; IL6; HSP90AA1	3091; 2625; 6774; 6778; 1147; 3716; 3717; 3725; 4772; 4790; 4792; 5335; 3320; 2353; 5599; 3553; 7040; 3458; 7046; 7048; 5534; 2475; 3551; 5601; 3569; 3572; 4087; 4088; 4089	107	107
1.52701243819e-05	4.91664444384e-05	Fc epsilon RI signaling pathway - Homo sapiens (human)	KEGG	path:hsa04664	LYN; SOS2; RAC1; PIK3CA; IL13; PIK3CD; PLCG1; MAP2K1; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1; MAP2K4; PDPK1; MAPK8; MAPK9; PLA2G4F; TNF; KRAS	3845; 3596; 10000; 5290; 5293; 5295; 5296; 5170; 8503; 5601; 207; 208; 7124; 255189; 5335; 5599; 6416; 4067; 5604; 5879; 6655	68	67
1.60208485172e-05	5.1022919734e-05	Diabetic cardiomyopathy - Homo sapiens (human)	KEGG	path:hsa05415	TGFB1; TGFB2; COX5A; ATP2A2; GAPDH; SMAD2; SMAD3; AKT1; AKT2; AKT3; VDAC2; COL3A1; VDAC1; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; NFKB1; PDHB; MAPK9; COX6C; TGFBR2; NDUFA4; RAC1; CAMK2D; SP1; MAPK8; CTSD; PRKCD; SLC25A5; PARP1; MTOR; PPARA; TGFBR1; GFPT2; COX7A2L; PPP1CA; GSK3B; PTEN; MMP9; UQCRFS1; MMP2; COX7C; UQCRC1	6667; 2597; 5162; 4697; 5728; 142; 9377; 5290; 5293; 5295; 5296; 4790; 5580; 207; 208; 7384; 9945; 7386; 4318; 5879; 7417; 1281; 10000; 4313; 292; 817; 8503; 1345; 1350; 5465; 2932; 4087; 5499; 7040; 7042; 7046; 7048; 2475; 9167; 5599; 5601; 1509; 488; 4088; 7416	203	203
1.64400661619e-05	5.17950471551e-05	Transcriptional misregulation in cancer - Homo sapiens (human)	KEGG	path:hsa05202	HDAC1; PTK2; ATM; SMAD1; BAX; IL6; FOXO1; ERG; RUNX1T1; CCNT2; RUNX2; CEBPA; CCNA2; MET; SIX4; KLF3; JMJD1C; HDAC2; NFKB1; MYC; TGFBR2; IGF1R; SP1; HMGA2; BMI1; PLAU; PPARG; MDM2; ZEB1; PBX3; COMMD3-BMI1; TP53; ETV6; CXCL8; CCND2; ID2; MEF2C; DDX5; ELK4; MMP9; BCL6; EWSR1; FUT8	4609; 6667; 1050; 2078; 604; 581; 2120; 51274; 2130; 51804; 4193; 4208; 1655; 648; 4233; 5747; 4790; 5328; 4318; 2308; 6935; 5090; 7048; 3398; 2530; 860; 862; 221037; 5468; 890; 894; 905; 3480; 8091; 3569; 2005; 472; 7157; 4086; 3576; 3065; 3066; 100532731	192	191
1.88284033153e-05	5.84481117939e-05	Chemokine signaling pathway - Homo sapiens (human)	KEGG	path:hsa04062	PTK2; CCL5; NFKBIA; RAP1B; MAP2K1; PIK3R3; IKBKB; AKT1; PLCG1; CCL1; CRK; STAT3; STAT2; PIK3CA; PIK3CD; TIAM1; JAK2; PIK3R2; PIK3R1; CXCR4; NFKB1; LYN; SHC1; RAC1; GNB5; PRKACB; CHUK; PRKCD; CXCL11; KRAS; SOS2; CXCL8; GSK3A; AKT2; ROCK2; GSK3B; AKT3; GNG5; PRKACA; BRAF; GRK7; PAK1; CDC42	208; 207; 6773; 6774; 1147; 3717; 673; 5290; 7852; 5293; 5295; 5296; 5747; 4790; 4792; 6346; 2787; 6373; 5879; 9475; 3845; 5335; 10000; 5908; 6352; 131890; 8503; 6464; 7074; 2931; 2932; 1398; 10681; 5566; 5567; 5058; 5580; 3551; 4067; 5604; 998; 3576; 6655	192	192
1.89507529707e-05	5.84481117939e-05	JAK-STAT signaling pathway - Homo sapiens (human)	KEGG	path:hsa04630	PDGFRB; CCND2; EGFR; IL6ST; AKT1; AKT2; AKT3; MCL1; STAT6; STAT3; STAT2; PIK3CA; IL12RB2; PIK3CD; JAK2; PIK3R2; PIK3R1; JAK1; PIK3R3; MYC; CISH; PIM1; IFNG; MTOR; EP300; SOCS5; SOCS4; SOCS6; SOCS1; SOS2; SOCS3; IL10; IL11; IL13; IL6; CCND1; LIFR; BCL2	4609; 3586; 3589; 3595; 3596; 5159; 4170; 9655; 595; 596; 9306; 6773; 6774; 6778; 3716; 3717; 5290; 5292; 5293; 5295; 5296; 207; 208; 2033; 894; 1154; 10000; 8503; 9021; 3458; 3977; 1956; 3569; 2475; 122809; 8651; 3572; 6655	162	162
2.6004665587e-05	7.93684064271e-05	Oocyte meiosis - Homo sapiens (human)	KEGG	path:hsa04114	PPP2R1B; YWHAQ; PPP3R1; CPEB4; CPEB1; CPEB3; CPEB2; MAP2K1; CDC20; YWHAZ; CALM2; CCNE2; CCNE1; YWHAH; PTTG1; YWHAG; YWHAE; IGF1R; CAMK2D; PKMYT1; SLK; ITPR1; CCNB2; CCNB1; PPP1CA; PPP2CB; CDC23; CUL1; CDK1; PRKACA; PRKACB; PPP2R5C	9232; 9748; 3708; 891; 10971; 132864; 8454; 983; 805; 817; 22849; 5604; 7531; 7532; 7533; 7534; 5499; 9088; 898; 5527; 5516; 5519; 3480; 5534; 9133; 9134; 80315; 5566; 5567; 991; 8697; 64506	129	129
2.92463765037e-05	8.83421475834e-05	Necroptosis - Homo sapiens (human)	KEGG	path:hsa04217	TNFSF10; HMGB1; BAX; TNFRSF10B; XIAP; IL1A; CHMP3; VDAC2; VDAC1; CHMP7; IL1B; USP21; STAT6; STAT3; STAT2; FAS; BID; CFLAR; JAK2; JAK1; IFNG; MAPK8; MAPK9; CAMK2D; FADD; PARP1; SLC25A5; TNF; FASLG; VPS4B; DNM1L; PLA2G4F; FAF1; TLR3; HSP90AA1; AIFM1; BCL2	8743; 8772; 581; 3146; 596; 8795; 3320; 6773; 6774; 6778; 637; 3716; 8837; 91782; 142; 255189; 7416; 7417; 3717; 292; 817; 9525; 3553; 10059; 355; 356; 11124; 27005; 3458; 9131; 7098; 331; 51652; 7124; 5599; 3552; 5601	159	159
3.27387157341e-05	9.78820786744e-05	Inflammatory bowel disease - Homo sapiens (human)	KEGG	path:hsa05321	IL18; TGFB1; TGFB2; IL12RB2; STAT3; NFATC1; IFNG; IL13; JUN; STAT6; SMAD2; SMAD3; TLR2; IL6; TNF; IL1A; NFKB1; IL1B; GATA3; IL10	7040; 3458; 3595; 3596; 3725; 3606; 7042; 4790; 7097; 2625; 4087; 7124; 4772; 3552; 3553; 3569; 6774; 4088; 6778; 3586	65	65
3.38580674285e-05	0.000100206199561	Wnt signaling pathway - Homo sapiens (human)	KEGG	path:hsa04310	WNT3A; NFATC1; PPP3R1; SMAD4; TLE4; CTNNB1; TCF7L2; DKK1; AXIN2; FZD6; FZD9; JUN; DVL2; MYC; MAPK9; CUL1; SIAH1; RAC1; CAMK2D; SMAD3; PPARD; GPC4; EP300; MAPK8; FZD5; TP53; CSNK1A1; CCND1; WNT1; CCND2; TCF7L1; ROCK2; GSK3B; FRAT1; PRKACA; PRKACB; APC; WNT5A	4609; 7091; 595; 8313; 5567; 8323; 4772; 7855; 89780; 2239; 5879; 9475; 8454; 8326; 10023; 7471; 7474; 1856; 324; 6477; 3725; 817; 5467; 6934; 2932; 894; 7157; 5534; 2033; 1452; 22943; 5566; 1499; 5599; 5601; 83439; 4088; 4089	166	166
5.69401934441e-05	0.000166834766791	IL-17 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04657	PTGS2; ELAVL1; MMP13; NFKBIA; IKBKB; USP25; IL1B; JUN; FADD; NFKB1; MAPK8; MAPK9; TRAF4; FOS; IFNG; CHUK; TNF; CXCL8; CASP3; TAB2; IL13; GSK3B; IL6; MMP9; HSP90AA1	3596; 29761; 8772; 23118; 5743; 1147; 3725; 4790; 4792; 4318; 4322; 3320; 2353; 3551; 836; 3553; 2932; 3458; 9618; 1994; 7124; 5599; 5601; 3569; 3576	94	94
6.71219922447e-05	0.000194720234928	Mitophagy - animal - Homo sapiens (human)	KEGG	path:hsa04137	TAX1BP1; MAPK9; BNIP3; TP53; UBC; E2F1; SP1; RRAS2; JUN; HIF1A; MFN2; MFN1; ULK1; RPS27A; USP15; ATG5; BECN1; MAPK8; TBC1D15; KRAS	9474; 3845; 64786; 6667; 22800; 3091; 7316; 664; 8887; 7157; 1869; 9927; 3725; 8408; 6233; 5599; 5601; 8678; 9958; 55669	68	68
0.000115637292253	0.000332173790491	Tight junction - Homo sapiens (human)	KEGG	path:hsa04530	MYH10; ITGB1; PPP2R1B; CLDN16; ACTG1; JUN; PRKAA1; ROCK2; RAB8B; TUBA1C; TUBA1B; MAP3K1; NEDD4; PARD6B; TIAM1; CDK4; MAPK8; MAPK9; ERBB2; RAP2C; PRKAB2; RAC1; PRKCE; ARPC5; GATA4; F11R; ACTN4; CCND1; PPP2CB; ACTR3C; SCRIB; PRKACA; PRKACB; ACTB; CDC42; YBX3; AMOT	2064; 4628; 653857; 51762; 60; 2626; 71; 81; 595; 3688; 5566; 4214; 4734; 84612; 10376; 3725; 50848; 154796; 5565; 5879; 9475; 84790; 57826; 8531; 10092; 5516; 5519; 7074; 5562; 10686; 5567; 5581; 23513; 5599; 5601; 998; 1019	169	169
0.000118755583814	0.000337819282113	Choline metabolism in cancer - Homo sapiens (human)	KEGG	path:hsa05231	PDGFRB; MAP2K1; PIK3CD; EGFR; HIF1A; AKT1; PLCG1; AKT3; PIK3CA; FOS; RPS6KB1; PIK3R3; PIK3R2; PIK3R1; MAPK8; MAPK9; RAC1; SP1; JUN; MTOR; PLA2G4F; KRAS; SOS2; AKT2; PDPK1	6667; 3091; 5159; 5170; 6198; 3725; 5290; 5293; 5295; 5296; 207; 208; 255189; 5335; 5879; 3845; 10000; 2353; 8503; 2475; 1956; 5599; 5601; 5604; 6655	98	98
0.000137900881366	0.000388509213848	Prion disease - Homo sapiens (human)	KEGG	path:hsa05020	COX5A; PPP3R1; CCL5; PSMD4; HSPA8; BAX; PSMD2; HSPA1B; VDAC2; IL1A; IL1B; GSK3B; EIF2S1; VDAC1; LAMC1; TUBA1C; PIK3CA; EGR1; PIK3CD; PRNP; PSMA3; PIK3R3; PIK3R2; PIK3R1; MAPK8; COX7A2L; COX6C; TUBB; NDUFA4; RAC1; CREB5; PRKACB; TUBB3; CREB1; PRKCD; TNF; SLC25A5; ITPR1; SEM1; TUBB2B; MAPK9; CASP3; TUBB4B; KIF5B; NOTCH1; CASP9; IL6; PRKACA; TUBA1B; UQCRFS1; ATF2; COX7C; UQCRC1	10383; 3553; 581; 5684; 5710; 4697; 3708; 1385; 10376; 10381; 1386; 9377; 5290; 5293; 5295; 5296; 7124; 3552; 6352; 7384; 7386; 3304; 3312; 4851; 7416; 7417; 5879; 292; 7979; 84790; 1345; 836; 1350; 842; 3915; 9586; 2932; 347733; 8503; 5534; 1958; 1965; 3799; 5566; 5567; 5708; 5580; 9167; 203068; 5599; 5601; 3569; 5621	273	273
0.000163088782051	0.000455095363247	cAMP signaling pathway - Homo sapiens (human)	KEGG	path:hsa04024	NFATC1; ATP2A2; JUN; RRAS2; RAP1B; RAPGEF4; AKT1; AKT2; AKT3; GABBR1; BDNF; CALM2; SLC9A1; TIAM1; PIK3CA; FOS; PIK3CD; GLI3; GLI1; PIK3R3; PIK3R2; PIK3R1; EDN1; NFKB1; MAPK8; MAPK9; NFKBIA; RAC1; CAMK2D; CREB5; CREB1; PPARA; ATP2B1; EP300; GNAS; PPP1CA; MAP2K1; ROCK2; PRKACA; BRAF; ATP1A1; PRKACB; ABCC4; PAK1	10257; 2735; 4792; 10000; 5908; 9586; 673; 4772; 5290; 5293; 5295; 5296; 2737; 627; 4790; 207; 208; 2778; 805; 5879; 9475; 22800; 2353; 817; 8503; 11069; 3725; 5465; 1385; 1906; 5499; 6548; 7074; 5566; 5567; 5058; 476; 5599; 5601; 5604; 488; 490; 2033; 2550	216	216
0.000170688156233	0.000471807828079	Rap1 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04015	PDGFRB; ACTG1; RASGRP3; RASSF5; RAP1B; MAP2K1; RAPGEF4; AKT1; AKT2; AKT3; CRK; ADORA2B; HGF; PIK3CA; PIK3CD; PARD6B; THBS1; TIAM1; PIK3R3; PIK3R2; PIK3R1; CDH1; KDR; ITGB1; IGF1R; RAC1; EGFR; EFNA5; VEGFA; FGF7; CALM2; KITLG; P2RY1; FGFR2; KRAS; CTNNB1; GNAS; PLCG1; MET; BRAF; ACTB; RALA; CDC42	3082; 5159; 60; 71; 207; 3688; 84612; 136; 4254; 673; 5290; 5293; 5295; 5296; 25780; 2252; 208; 2263; 2778; 3791; 5879; 7422; 3845; 5898; 5335; 10000; 5908; 805; 4233; 11069; 8503; 7057; 1398; 3480; 1946; 7074; 5028; 83593; 1956; 1499; 5604; 998; 999	210	210
0.000176872507396	0.00048433312773	Thyroid cancer - Homo sapiens (human)	KEGG	path:hsa05216	TP53; CCND1; TCF7L1; RET; CTNNB1; PPARG; MAP2K1; BRAF; BAX; TCF7L2; CDH1; MYC; KRAS	4609; 3845; 6934; 83439; 673; 5979; 581; 595; 1499; 5468; 5604; 999; 7157	37	37
0.000192255421977	0.000521581839254	Legionellosis - Homo sapiens (human)	KEGG	path:hsa05134	IL18; CASP7; HSPA8; CASP3; IL6; CXCL8; NFKBIA; NAIP; CASP9; TLR2; HSPA1B; TNF; EEF1A1; NFKB1; NFKB2; IL1B; BNIP3	3606; 664; 7124; 4790; 4791; 836; 3553; 840; 842; 4792; 7097; 3304; 3312; 3569; 3576; 4671; 1915	57	57
0.000202552388787	0.000544475687289	Regulation of actin cytoskeleton - Homo sapiens (human)	KEGG	path:hsa04810	MYH10; PDGFRB; PTK2; ACTG1; ITGA9; ROCK2; ITGA2; RRAS2; EGFR; ITGA5; ITGA6; MAP2K1; WASL; CRK; IQGAP1; SLC9A1; PIK3CA; PIK3CD; TIAM1; PIK3R3; PIK3R2; PIK3R1; CXCR4; BRAF; GNA13; ITGB1; RAC1; ITGB8; VCL; ARPC5; FGF7; FGFR2; KRAS; SOS2; ACTN4; PPP1CA; ACTR3C; GIT1; PAK4; APC; ACTB; PAK1; PAK2; CDC42	10298; 4628; 653857; 5159; 60; 3655; 81; 3673; 3678; 3680; 3688; 5747; 8826; 3696; 5290; 7852; 5293; 5295; 5296; 2252; 2263; 5879; 8976; 9475; 3845; 22800; 28964; 8503; 10092; 1398; 5499; 6548; 324; 7074; 1956; 71; 10672; 7414; 5058; 5062; 673; 5604; 998; 6655	218	218
0.000206038924911	0.000548812772718	Glucagon signaling pathway - Homo sapiens (human)	KEGG	path:hsa04922	PPP3R1; PRKAA1; AKT1; FOXO1; AKT3; PPP4R3A; EP300; SIK1; PFKP; PDHB; LDHA; LDHB; SIRT1; PRKAB2; CAMK2D; CREB5; PHKA1; CREB1; PPARA; CALM2; ITPR1; GNAS; AKT2; PRKACA; PRKACB; ATF2	5162; 5214; 150094; 3945; 3708; 5255; 207; 208; 2778; 2308; 10000; 805; 817; 5465; 3939; 1385; 1386; 9586; 23411; 55671; 5534; 5562; 5565; 5566; 5567; 2033	107	107
0.00021374587023	0.000564212071867	Spinocerebellar ataxia - Homo sapiens (human)	KEGG	path:hsa05017	VLDLR; ATP2A2; PSMD4; PSMD2; AKT1; AKT2; AKT3; VDAC2; RB1CC1; VDAC1; XBP1; ATG2B; PIK3CA; RBPJ; PIK3CD; PSMA3; PIK3R3; PIK3R2; PIK3R1; MAPK8; MAPK9; ULK1; BECN1; SP1; SLC25A5; MTOR; ITPR1; SEM1; NRBF2; ATXN2L; TBPL1; PUM1	11273; 6667; 5684; 5708; 5710; 9821; 3708; 5290; 5293; 5295; 5296; 207; 208; 7416; 7417; 7436; 10000; 8408; 29982; 292; 7979; 9519; 8503; 55102; 7494; 9698; 2475; 3516; 5599; 5601; 8678; 488	143	143
0.000215878452341	0.000564753451214	Apelin signaling pathway - Homo sapiens (human)	KEGG	path:hsa04371	HDAC4; SMAD4; RRAS2; PRKAA1; SMAD3; AKT1; AKT2; AKT3; BECN1; SERPINE1; CALM2; SLC9A1; EGR1; RPS6KB1; CDH1; JAG1; TGFBR1; PRKAB2; GNB5; PRKCE; MTOR; SMAD2; ITPR1; KRAS; CCND1; MAP2K1; MEF2C; GNG5; PRKACA; GNA13; PRKACB	9759; 6198; 595; 10000; 3708; 5054; 4208; 182; 207; 208; 2787; 3845; 22800; 805; 7046; 6548; 1958; 2475; 10672; 10681; 5562; 5565; 5566; 5567; 5581; 5604; 8678; 999; 4087; 4088; 4089	137	137
0.000246641342268	0.0006395213565	Huntington disease - Homo sapiens (human)	KEGG	path:hsa05016	HDAC1; BDNF; HDAC2; COX5A; PSMD4; EP300; BAX; PSMD2; RCOR1; CLTC; VDAC2; RB1CC1; AP2B1; DCTN4; DCTN5; MAPK9; ATG2B; TUBA1C; TUBA1B; PSMA3; TAF4B; MTOR; GRM5; VDAC1; TUBB2B; COX6C; NDUFA4; ULK1; BECN1; SP1; CREB5; TUBB3; SLC25A5; PPARG; AP2A1; CREB1; AP2A2; POLR2L; ITPR1; MAPK8; SEM1; NRBF2; TBPL1; TAF4; TP53; CASP3; COX7A2L; TUBB4B; KIF5B; TUBB; CASP9; HTT; REST; POLR2A; UQCRFS1; COX7C; UQCRC1	6667; 84516; 9821; 7384; 292; 5708; 5710; 347733; 4697; 627; 1385; 3708; 10376; 10381; 10383; 23186; 160; 161; 163; 29982; 1213; 55102; 842; 5684; 3799; 6874; 6875; 7417; 5430; 7386; 7979; 9519; 84790; 203068; 5441; 836; 1350; 5978; 5468; 2915; 9586; 581; 2475; 7157; 9377; 1345; 9167; 8408; 51164; 3066; 7416; 5599; 5601; 8678; 2033; 3064; 3065	306	306
0.000263464202664	0.000677149222635	Adipocytokine signaling pathway - Homo sapiens (human)	KEGG	path:hsa04920	TNF; PRKAB2; SOCS3; STAT3; IRS4; NFKBIA; CHUK; ACSL4; IKBKB; AKT1; AKT2; AKT3; MTOR; PRKAA1; NFKB1; JAK2; MAPK8; MAPK9; PPARA	2182; 10000; 8471; 3717; 2475; 4790; 4792; 5599; 9021; 207; 208; 5465; 3551; 5601; 5565; 6774; 7124; 1147; 5562	69	69
0.00042759474902	0.0010894370562	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	KEGG	path:hsa05412	ITGB1; GJA1; DMD; ACTG1; ATP2A2; EMD; ITGA6; ITGA9; ITGA2; DSC2; TCF7L1; TCF7L2; ITGA5; CTNNB1; DSP; ITGB8; LMNA; CDH2; ACTB; PKP2	2697; 6934; 83439; 2010; 4000; 1499; 1832; 1756; 60; 1824; 5318; 3655; 71; 1000; 488; 3673; 3678; 3680; 3688; 3696	77	77
